id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:case created success message,Create a youth user,0,undefined,undefined
2,Administrator:generate a random password,Create a youth user,0,undefined,undefined
3,Administrator:unauthorized error message,Create a youth user,0,undefined,undefined
4,Administrator:username and received password input,Create a youth user,0,undefined,undefined
5,Administrator:Create user button,Create a youth user,0,undefined,undefined
6,create a case for the user:Case,Create a youth user,0,undefined,undefined
7,Create user button:validate role of user,Create a youth user,0,undefined,undefined
8,insert username and received password into DB:User,Create a youth user,0,undefined,undefined
9,create a case for the user:case created success message,Create a youth user,0,undefined,undefined
10,insert username and received password into DB:create a case for the user,Create a youth user,0,undefined,undefined
11,generate a random password:email password,Create a youth user,0,undefined,undefined
12,validate role of user:generate a random password,Create a youth user,0,undefined,undefined
13,username and received password input:insert username and received password into DB,Create a youth user,0,undefined,undefined
14,validate role of user:role,Create a youth user,0,undefined,undefined
15,validate role of user:unauthorized error message,Create a youth user,0,undefined,undefined
16,stl#Administrator:case created success message,Create a youth user,0,undefined,undefined
17,stl#Administrator:generate a random password,Create a youth user,0,undefined,undefined
18,stl#Administrator:unauthorized error message,Create a youth user,0,undefined,undefined
19,stl#Administrator:username and received password input,Create a youth user,0,undefined,undefined
20,stl#Administrator:Create user button,Create a youth user,0,undefined,undefined
