Project_No,Project_Name,Simple_Actors,Average_Actors,Complex_Actors,UAW,Simple_UC,Average_UC,Complex_UC,UUCW,UUCP,TCF,ECF,UCP,Real_Effort_Person_Hours
1,UC_1,3,0,0,3,0,2,1,35,38,1.03,2.25,188.065,2981.493333
