id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:view photo->User:view photo->view photo:upload->upload:upload choice,View photos on device,TRAN_NA,4,0,3,3,12
2,stl#User:upload choice->User:upload choice,View photos on device,CTRL,2,0,3,1,6
3,stl#User:upload choice->User:upload choice,View photos on device,EXTCLL,2,0,3,1,6
4,stl#User:upload choice->User:upload choice,View photos on device,INT,2,0,3,1,6
5,stl#User:camera roll->User:camera roll->camera roll:choose a photo->choose a photo:view photo->view photo:upload->upload:upload choice,View photos on device,TRAN_NA,6,0,3,5,18
6,stl#Actor:view photo->Actor:view photo->view photo:upload->upload:upload choice,View photos on device,TRAN_NA,4,0,3,3,12
7,stl#Actor:upload choice->Actor:upload choice,View photos on device,CTRL,2,0,3,1,6
8,stl#Actor:upload choice->Actor:upload choice,View photos on device,EXTCLL,2,0,3,1,6
9,stl#Actor:upload choice->Actor:upload choice,View photos on device,INT,2,0,3,1,6
10,stl#Actor:camera roll->Actor:camera roll->camera roll:choose a photo->choose a photo:view photo->view photo:upload->upload:upload choice,View photos on device,TRAN_NA,6,0,3,5,18
11,stl#Actor:my photos screen->Actor:my photos screen->my photos screen:process request->process request:local photos->local photos:get photos successfully->get photos successfully:camera roll->camera roll:choose a photo->choose a photo:view photo->view photo:upload->upload:upload choice,View photos on device,TRAN_NA,10,0,2.3333333333333335,9,23.333333333333336
12,stl#Actor:my photos screen->Actor:my photos screen->my photos screen:process request->process request:local photos->local photos:Can't access local photos->Can't access local photos:my photos screen->my photos screen:process request,View photos on device,TRAN_NA,7,0,1.6666666666666667,6,11.666666666666668
