id,element,useCase,type,component
1,user:User Info Page,Manage Users,boundary,User
2,user:"View Current Users" Button,Manage Users,boundary,Loginbutton
3,user:Denied transaction message,Manage Users,boundary,Reservation
4,"View Current Users" Button:Display a list of current users,Manage Users,control,Specialists
5,Notify the user denied transaction:Denied transaction message,Manage Users,boundary,Reservation
6,Display a list of current users:User info,Manage Users,boundary,User
7,Display a list of current users:User Info Page,Manage Users,boundary,User
8,Display a list of current users:Display a message showing that the payment has been made successfully,Manage Users,control,Payment
9,Display a list of current users:Notify the user denied transaction,Manage Users,control,Notifyadministrator
10,Display a message showing that the payment has been made successfully:User Info Page,Manage Users,boundary,User
11,stl#user:User Info Page,Manage Users,Stimulus,undefined
12,stl#user:"View Current Users" Button,Manage Users,Stimulus,undefined
13,stl#user:Denied transaction message,Manage Users,Stimulus,undefined
