id,element,useCase,type,component
1,Admin:Invalid course information,Modify course,boundary,Invalidenteredinformation
2,Admin:home page,Modify course,boundary,Homepage
3,Admin:Course management page,Modify course,control,course
4,Redirect to home page:Email protocol,Modify course,control,Emailprotocol
5,Course management page:Redirect to home page,Modify course,boundary,Homepage
6,Course management page:verify course information,Modify course,boundary,Invalidenteredinformation
7,Invalid course information:delete course,Modify course,control,course
8,verify course information:Invalid course information,Modify course,boundary,Invalidenteredinformation
9,Redirect to home page:home page,Modify course,boundary,Homepage
10,delete course:Redirect to home page,Modify course,boundary,Homepage
11,delete course:course,Modify course,control,course
12,save course info:course,Modify course,control,course
13,verify course information:save course info,Modify course,control,course
14,stl#Admin:Invalid course information,Modify course,Stimulus,undefined
15,stl#Admin:home page,Modify course,Stimulus,undefined
16,stl#Admin:Course management page,Modify course,Stimulus,undefined
