id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:Search Result Page,Search by event,0,undefined,undefined
2,Actor:Show Empty Result Page,Search by event,0,undefined,undefined
3,Actor:Search Event Homepage,Search by event,0,undefined,undefined
4,Event Collection:Pop up daabase Error Message,Search by event,0,undefined,undefined
5,Event Collection:Search Result Page,Search by event,0,undefined,undefined
6,Show Empty Result Page:Event Collection,Search by event,0,undefined,undefined
7,Search API:Event Collection,Search by event,0,undefined,undefined
8,Perform Default Search:Search Event Homepage,Search by event,0,undefined,undefined
9,Valid Input Text:Perform Default Search,Search by event,0,undefined,undefined
10,Pop up daabase Error Message:Perform Default Search,Search by event,0,undefined,undefined
11,Pop up Server Error Message:Search Event Homepage,Search by event,0,undefined,undefined
12,Search API:Pop up Server Error Message,Search by event,0,undefined,undefined
13,Search API:Valid Input Text,Search by event,0,undefined,undefined
14,Search Result Page:Search API,Search by event,0,undefined,undefined
15,Search Event Homepage:Valid Input Text,Search by event,0,undefined,undefined
16,User:Search Event Homepage,Search by event,0,undefined,undefined
17,User:Search Result Page,Search by event,0,undefined,undefined
18,User:Show Empty Result Page,Search by event,0,undefined,undefined
19,stl#Actor:Search Result Page,Search by event,0,undefined,undefined
20,stl#Actor:Show Empty Result Page,Search by event,0,undefined,undefined
21,stl#Actor:Search Event Homepage,Search by event,0,undefined,undefined
22,stl#User:Search Event Homepage,Search by event,0,undefined,undefined
23,stl#User:Search Result Page,Search by event,0,undefined,undefined
24,stl#User:Show Empty Result Page,Search by event,0,undefined,undefined
