id,element,useCase,type,component
1,Actor:Project detail,Change Project,entity,Project
2,Actor:Selecting settings button,Change Project,control,Meeting Minute
3,Actor:Projects list screen,Change Project,entity,Project
4,Actor:dropdown settings menu,Change Project,control,Meeting
5,Display dropdown settings menu:dropdown settings menu,Change Project,control,Meeting
6,Selecting settings button:Display dropdown settings menu,Change Project,control,Meeting Minute
7,Query project detail:Project,Change Project,entity,Project
8,query projects:Project,Change Project,entity,Project
9,Query project detail:Project detail,Change Project,entity,Project
10,Projects list screen:Query project detail,Change Project,entity,Project
11,query projects:Projects list screen,Change Project,entity,Project
12,dropdown settings menu:query projects,Change Project,entity,Project
13,stl#Actor:Project detail,Change Project,Stimulus,undefined
14,stl#Actor:Selecting settings button,Change Project,Stimulus,undefined
15,stl#Actor:Projects list screen,Change Project,Stimulus,undefined
16,stl#Actor:dropdown settings menu,Change Project,Stimulus,undefined
