id,path,functional,transactional,path_length,diagram,useCase
1,florist->Order page->update order status information->order,EI,CTRL|DM|EI,undefined,Provide tracking information,Provide tracking information
2,florist->Order page->update order status information->update successful page,EQ,CTRL|INT,undefined,Provide tracking information,Provide tracking information
