id,element,useCase,type,component
1,User:headline edit icon,Create short summary/headline for profile,boundary,AdditionalInfo
2,User:My Profile Page,Create short summary/headline for profile,boundary,User_Profile
3,User:Headline edit field,Create short summary/headline for profile,boundary,AdditionalInfo
4,User:headline input error message,Create short summary/headline for profile,control,Message
5,save updated headline:Headline,Create short summary/headline for profile,actor,SearchEngine
6,Headline edit field:check input headline,Create short summary/headline for profile,actor,SearchEngine
7,redirect to login page:Headline edit field,Create short summary/headline for profile,boundary,AdditionalInfo
8,popup window for headline edit:Headline edit field,Create short summary/headline for profile,boundary,AdditionalInfo
9,save updated headline:My Profile Page,Create short summary/headline for profile,boundary,User_Profile
10,popup window for headline edit:My Profile Page,Create short summary/headline for profile,boundary,User_Profile
11,check input headline:headline input error message,Create short summary/headline for profile,control,Message
12,check input headline:save updated headline,Create short summary/headline for profile,control,Update
13,headline edit icon:popup window for headline edit,Create short summary/headline for profile,boundary,AdditionalInfo
14,popup window for headline edit:redirect to login page,Create short summary/headline for profile,entity,ActivityLogger
15,stl#User:headline edit icon,Create short summary/headline for profile,Stimulus,undefined
16,stl#User:My Profile Page,Create short summary/headline for profile,Stimulus,undefined
17,stl#User:Headline edit field,Create short summary/headline for profile,Stimulus,undefined
18,stl#User:headline input error message,Create short summary/headline for profile,Stimulus,undefined
