id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,query attendance detail information,control,3,1,Monitor attendance,Monitor attendance,
2,Attendance detail information,boundary,0,2,Monitor attendance,Monitor attendance,
3,Attendance information page,boundary,1,2,Monitor attendance,Monitor attendance,
4,Attendance information,entity,0,2,Monitor attendance,Monitor attendance,
5,query attendance information,control,2,1,Monitor attendance,Monitor attendance,
6,View girls/volunteers attendance button,boundary,1,1,Monitor attendance,Monitor attendance,
7,User,actor,4,0,Monitor attendance,Monitor attendance,
