NUM,PROJ,UseCase_Num,Tran_Num,Activity_Num,Component_Num,Precedence_Num,Stimulus_Num,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,DET,RET,ILF,EIF,EI,EO,EQ,FN,IFPUG,NI,NE,MKII,EXT,ERY,RED,WRT,COSMIC,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate
1,F13a_MedFRS_Device_Diagnostic_Software_2018-11-22@1545546245123,18,281,397,19,355,97,281,36,397,0,0,143,254,30,300,32,108,19,15,0.3157894736842105,0.13333333333333333,5,4,5,0,0,310,35,0,5.684210526315789,1.6842105263157894,0.2631578947368421,0,0,16.31578947368421,1.6842105263157894,5.699999999999998,0,10,0,19,10,65,0,29,200,65,25.56923076923077,123.26153846153846,3151.7027218934913,32,19,109,40,0,0,1183,281,1332,281,281,634.38,281,281,281,281,1124,Unknown,NA,NA,NA,NA,0,1,1,1,0,17,0,0,260,260,285.15880000000004,1312.3767,801.9318000000001,285.15880000000004,1312.3767,801.9318000000001,19,32,314,35,35,310,18,5.699999999999998,5.684210526315789,4,1.6842105263157894,0,0,15,0.29999999999999993,2.736842105263158,0.13333333333333333,0,0,0,0,19,19,310,310,18,0,0,0,0,19,4,0,0,108,5,32,310,5.684210526315789,0.2631578947368421,1.6842105263157894,32.63157894736842,32.63157894736842,19,1.6842105263157894,19,19,310,310,0.2631578947368421,108,0,0,0,0
