id,path,transactional,path_length,diagram,useCase
1,contractor->players tab->query crawling list of players->all players list,CTRL,4,Schedule player crawl,Schedule player crawl
2,contractor->players tab->query crawling list of players->all players list,INT,4,Schedule player crawl,Schedule player crawl
3,contractor->players tab->query crawling list of players->player,CTRL,4,Schedule player crawl,Schedule player crawl
4,contractor->players tab->query crawling list of players->player,DM,4,Schedule player crawl,Schedule player crawl
5,contractor->players tab->query crawling list of players->player,EI,4,Schedule player crawl,Schedule player crawl
6,contractor->all players list->add player to scheduling list->schedule,CTRL,4,Schedule player crawl,Schedule player crawl
7,contractor->all players list->add player to scheduling list->schedule,DM,4,Schedule player crawl,Schedule player crawl
8,contractor->all players list->add player to scheduling list->schedule,EI,4,Schedule player crawl,Schedule player crawl
9,contractor->all players list->add player to scheduling list->schedule success message,CTRL,4,Schedule player crawl,Schedule player crawl
10,contractor->all players list->add player to scheduling list->schedule success message,INT,4,Schedule player crawl,Schedule player crawl
