id,element,useCase,type,component
1,User:Login in page,Login,boundary,Message
2,User:Homepage,Login,boundary,Message
3,show confirmation:Homepage,Login,boundary,Message
4,Login in page:input usename and password,Login,control,validateusenameandpassword
5,show confirmation:Login in page,Login,boundary,Message
6,input usename and password:validate usename and password,Login,control,validateusenameandpassword
7,validate usename and password:show confirmation,Login,control,Authentication
8,stl#User:Login in page,Login,Stimulus,undefined
9,stl#User:Homepage,Login,Stimulus,undefined
10,User:Logout page,Logout,boundary,Message
11,User:Homepage,Logout,boundary,Message
12,User:confirm logout button,Logout,control,confirmlogoutbutton
13,show confirmation:Homepage,Logout,boundary,Message
14,Logout page:validate usename and password,Logout,control,validateusenameandpassword
15,confirm logout button:validate usename and password,Logout,control,validateusenameandpassword
16,validate usename and password:show confirmation,Logout,control,confirmlogoutbutton
17,validate usename and password:show confirmation,Logout,control,confirmlogoutbutton
18,validate usename and password:validate usename and password,Logout,control,validateusenameandpassword
19,stl#User:Logout page,Logout,Stimulus,undefined
20,stl#User:Homepage,Logout,Stimulus,undefined
21,stl#User:confirm logout button,Logout,Stimulus,undefined
22,User:Homepage,Search for Native Speaker,boundary,Message
23,User:clicks match button,Search for Native Speaker,boundary,Match Service
24,User:chooses desired to learn language ,Search for Native Speaker,control,Language
25,show confirmation:Homepage,Search for Native Speaker,boundary,Message
26,Show a list of Language Learners :show confirmation,Search for Native Speaker,control,confirmlogoutbutton
27,creates account for Language Learner based on their inputs:Show a list of Language Learners ,Search for Native Speaker,control,Language
28,checks language preferences for each language learner :Show a list of Language Learners ,Search for Native Speaker,control,Language
29,checks language preferences for each language learner :checks whether Language Learner inputs all required fields,Search for Native Speaker,control,Language
30,chooses desired to learn language :checks language preferences for each language learner ,Search for Native Speaker,control,Language
31,clicks match button:checks language preferences for each language learner ,Search for Native Speaker,control,Language
32,checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs,Search for Native Speaker,control,Language
33,stl#User:Homepage,Search for Native Speaker,Stimulus,undefined
34,stl#User:clicks match button,Search for Native Speaker,Stimulus,undefined
35,stl#User:chooses desired to learn language ,Search for Native Speaker,Stimulus,undefined
36,User:Homepage,Send Messages to other Language Learner,boundary,Message
37,User:Click send button,Send Messages to other Language Learner,boundary,Client
38,User:Go to the profile of other language learner,Send Messages to other Language Learner,control,Language
39,User:Type message content,Send Messages to other Language Learner,boundary,Message
40,User:Click send message button,Send Messages to other Language Learner,control,Message Service
41,Click send button:System check that message is not empty,Send Messages to other Language Learner,boundary,Message
42,Click send message button:brings Language Learner to send message page,Send Messages to other Language Learner,control,Message Service
43,Go to the profile of other language learner:brings Language Learner to send message page,Send Messages to other Language Learner,control,Message Service
44,show confirmation:Homepage,Send Messages to other Language Learner,boundary,Message
45,System check that message is not empty:System saves message into database and show send successful message,Send Messages to other Language Learner,control,validateusenameandpassword
46,Type message content:System check that message is not empty,Send Messages to other Language Learner,boundary,Message
47,brings Language Learner to send message page:System check that message is not empty,Send Messages to other Language Learner,boundary,Message
48,System saves message into database and show send successful message:show confirmation,Send Messages to other Language Learner,control,confirmlogoutbutton
49,System saves message into database and show send successful message:message db,Send Messages to other Language Learner,boundary,Message
50,System saves message into database and show send successful message:logs Language Learner into the system,Send Messages to other Language Learner,control,Language
51,logs Language Learner into the system:show confirmation,Send Messages to other Language Learner,control,confirmlogoutbutton
52,stl#User:Homepage,Send Messages to other Language Learner,Stimulus,undefined
53,stl#User:Click send button,Send Messages to other Language Learner,Stimulus,undefined
54,stl#User:Go to the profile of other language learner,Send Messages to other Language Learner,Stimulus,undefined
55,stl#User:Type message content,Send Messages to other Language Learner,Stimulus,undefined
56,stl#User:Click send message button,Send Messages to other Language Learner,Stimulus,undefined
57,User:inputs all required fields,Signup,control,inputsallrequiredfields
58,User:clicks submit button,Signup,control,confirmlogoutbutton
59,User:Homepage,Signup,boundary,Message
60,show confirmation:Homepage,Signup,boundary,Message
61,checks whether Language Learner inputs all required fields:creates account for Language Learner based on their inputs,Signup,control,Language
62,checks whether username/email already exist :checks whether Language Learner inputs all required fields,Signup,control,inputsallrequiredfields
63,inputs all required fields:checks whether username/email already exist ,Signup,control,checkswhetherusernameemailalreadyexist
64,clicks submit button:checks whether username/email already exist ,Signup,control,checkswhetherusernameemailalreadyexist
65,creates account for Language Learner based on their inputs:logs Language Learner into the system,Signup,control,Language
66,logs Language Learner into the system:show confirmation,Signup,control,confirmlogoutbutton
67,stl#User:inputs all required fields,Signup,Stimulus,undefined
68,stl#User:clicks submit button,Signup,Stimulus,undefined
69,stl#User:Homepage,Signup,Stimulus,undefined
70,undefined,Use Case1,undefined,Object1
71,stl#undefined,Use Case1,Stimulus,undefined
