id,element,useCase,type,component
1,User:Homepage,Apply for jobs,control,Event Image
2,User:Apply for jobs page,Apply for jobs,control,Job Application Form 
3,Apply for jobs page:Fill information and apply a job,Apply for jobs,control,Job Application Form 
4,Show confirmation page:Apply for jobs page,Apply for jobs,control,Job Application Form 
5,Fill information and apply a job:Show confirmation page,Apply for jobs,control,Job Application Form 
6,Show confirmation page:Homepage,Apply for jobs,control,Event Image
7,stl#User:Homepage,Apply for jobs,Stimulus,undefined
8,stl#User:Apply for jobs page,Apply for jobs,Stimulus,undefined
9,User:Apply fovolunteer page,Apply to volunteer,control,Job Application Form 
10,User:Homepage,Apply to volunteer,control,Event Image
11,Apply fovolunteer page:Fill information and apply a volunteer,Apply to volunteer,control,Job Application Form 
12,Show confirmation page:Apply fovolunteer page,Apply to volunteer,control,Job Application Form 
13,Fill information and apply a volunteer:Show confirmation page,Apply to volunteer,control,Job Application Form 
14,Show confirmation page:Homepage,Apply to volunteer,control,Event Image
15,stl#User:Apply fovolunteer page,Apply to volunteer,Stimulus,undefined
16,stl#User:Homepage,Apply to volunteer,Stimulus,undefined
17,User:Homepage,Donate money to CSC,control,Event Image
18,User:Donating money page,Donate money to CSC,control,Job Application Form 
19,Donating money page:choose  method for donation,Donate money to CSC,control,Job Application Form 
20,Show confirmation page:Donating money page,Donate money to CSC,control,Job Application Form 
21,Show confirmation page:Homepage,Donate money to CSC,control,Event Image
22,choose  method for donation:Show confirmation page,Donate money to CSC,control,Job Application Form 
23,stl#User:Homepage,Donate money to CSC,Stimulus,undefined
24,stl#User:Donating money page,Donate money to CSC,Stimulus,undefined
25,User:Forward artifact to department page,Forward artifact to department,boundary,Forwardartifacttodepartment
26,User:Homepage,Forward artifact to department,control,Event Image
27,Forward artifact to department:Show confirmation page,Forward artifact to department,control,Job Application Form 
28,Forward artifact to department page:Forward artifact to department,Forward artifact to department,boundary,Forwardartifacttodepartment
29,Show confirmation page:Forward artifact to department page,Forward artifact to department,boundary,Forwardartifacttodepartment
30,Show confirmation page:Homepage,Forward artifact to department,control,Event Image
31,stl#User:Forward artifact to department page,Forward artifact to department,Stimulus,undefined
32,stl#User:Homepage,Forward artifact to department,Stimulus,undefined
33,User:Maintain social network page,Maintain social network,control,Event Image
34,User:Homepage,Maintain social network,control,Event Image
35,Show confirmation page:Homepage,Maintain social network,control,Event Image
36,Maintain social network:Show confirmation page,Maintain social network,control,Job Application Form 
37,Maintain social network page:Maintain social network,Maintain social network,boundary,Social Media Update Item 
38,Show confirmation page:Maintain social network page,Maintain social network,control,Event Image
39,stl#User:Maintain social network page,Maintain social network,Stimulus,undefined
40,stl#User:Homepage,Maintain social network,Stimulus,undefined
41,User:Homepage,Post on social networks,control,Event Image
42,User:Post on social newwork  page,Post on social networks,boundary,Social Media Update Item 
43,Show confirmation page:Homepage,Post on social networks,control,Event Image
44,Post on social networks :Show confirmation page,Post on social networks,control,Job Application Form 
45,Post on social newwork  page:Post on social networks ,Post on social networks,boundary,Social Media Update Item 
46,Show confirmation page:Post on social newwork  page,Post on social networks,boundary,Social Media Update Item 
47,stl#User:Homepage,Post on social networks,Stimulus,undefined
48,stl#User:Post on social newwork  page,Post on social networks,Stimulus,undefined
49,User:Homepage,Update & Maintain website,control,Event Image
50,User:Maintainer manages website page,Update & Maintain website,boundary,logsintoadministratorpanelandupdatesthedata
51,Show confirmation page:Homepage,Update & Maintain website,control,Event Image
52,Maintainer manages website page:logs into administrator panel  and updates the data ,Update & Maintain website,boundary,logsintoadministratorpanelandupdatesthedata
53,Show confirmation page:Maintainer manages website page,Update & Maintain website,boundary,logsintoadministratorpanelandupdatesthedata
54,logs into administrator panel  and updates the data :Show confirmation page,Update & Maintain website,control,Job Application Form 
55,stl#User:Homepage,Update & Maintain website,Stimulus,undefined
56,stl#User:Maintainer manages website page,Update & Maintain website,Stimulus,undefined
57,User:Homepage,View Joblist,control,Event Image
58,User:View joblist page,View Joblist,control,Job Opening List
59,Show confirmation page:Homepage,View Joblist,control,Event Image
60,Show confirmation page:View joblist page,View Joblist,control,Job Opening List
61,select a  job list:Show confirmation page,View Joblist,control,Job Application Form 
62,View joblist page:select a  job list,View Joblist,control,Job Opening List
63,stl#User:Homepage,View Joblist,Stimulus,undefined
64,stl#User:View joblist page,View Joblist,Stimulus,undefined
65,User:View and RSVP for events page,View and RSVP for events,control,Event Image
66,User:Homepage,View and RSVP for events,control,Event Image
67,Show confirmation page:Homepage,View and RSVP for events,control,Event Image
68,Show confirmation page:View and RSVP for events page,View and RSVP for events,control,Event Image
69,select pages of upcoming events:Show confirmation page,View and RSVP for events,control,Job Application Form 
70,View and RSVP for events page:select pages of upcoming events,View and RSVP for events,control,Event Image
71,stl#User:View and RSVP for events page,View and RSVP for events,Stimulus,undefined
72,stl#User:Homepage,View and RSVP for events,Stimulus,undefined
73,undefined,Use Case1,undefined,Object1
74,stl#undefined,Use Case1,Stimulus,undefined
