id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
24,Administrator:User management button-->User management button:validate role of user-->validate role of user:role,EI,0,3,0,1,2,control->entity->entity
25,Youth:document list-->document list:verify the role of the user-->verify the role of the user:unauthorized request message,EO,0,3,1,2,0,control->control->boundary
26,Youth:document list-->document list:verify the role of the user-->verify the role of the user:role,EI,1,3,0,2,1,control->control->entity
27,Youth:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:download-->download:General staff,EQ,0,7,2,5,0,control->control->control->control->boundary->boundary->control
28,Youth:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:print-->print:Administrator,EQ,1,7,2,5,0,control->control->control->control->boundary->control->boundary
29,Youth:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:unauthorized request,EO,0,6,2,4,0,control->control->control->control->boundary->boundary
30,Youth:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:role,EQ,1,6,1,4,1,control->control->control->control->boundary->entity
31,Youth:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information,EQ,0,4,0,4,0,control->control->control->control
32,Youth:unauthorized request,EQ,0,1,1,0,0,boundary
33,Youth:unauthorized request message,EQ,0,1,1,0,0,boundary
34,Youth:case information page-->case information page:Validate print/download request-->Validate print/download request:download-->download:General staff,EQ,0,4,2,2,0,control->boundary->boundary->control
35,Youth:case information page-->case information page:Validate print/download request-->Validate print/download request:print-->print:Administrator,EQ,1,4,2,2,0,control->boundary->control->boundary
36,Youth:case information page-->case information page:Validate print/download request-->Validate print/download request:unauthorized request,EO,0,3,2,1,0,control->boundary->boundary
37,Youth:case information page-->case information page:Validate print/download request-->Validate print/download request:role,EQ,1,3,1,1,1,control->boundary->entity
38,General staff:case information page-->case information page:Validate print/download request-->Validate print/download request:download-->download:General staff,EQ,0,4,2,2,0,control->boundary->boundary->control
39,General staff:case information page-->case information page:Validate print/download request-->Validate print/download request:print-->print:Administrator,EQ,1,4,2,2,0,control->boundary->control->boundary
40,General staff:case information page-->case information page:Validate print/download request-->Validate print/download request:unauthorized request,EO,0,3,2,1,0,control->boundary->boundary
41,General staff:case information page-->case information page:Validate print/download request-->Validate print/download request:role,EQ,1,3,1,1,1,control->boundary->entity
42,General staff:unauthorized request message,EQ,0,1,1,0,0,boundary
43,General staff:document list-->document list:verify the role of the user-->verify the role of the user:unauthorized request message,EO,0,3,1,2,0,control->control->boundary
44,General staff:document list-->document list:verify the role of the user-->verify the role of the user:role,EI,1,3,0,2,1,control->control->entity
45,General staff:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:download-->download:General staff,EQ,0,7,2,5,0,control->control->control->control->boundary->boundary->control
46,General staff:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:print-->print:Administrator,EQ,1,7,2,5,0,control->control->control->control->boundary->control->boundary
47,General staff:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:unauthorized request,EO,0,6,2,4,0,control->control->control->control->boundary->boundary
48,General staff:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:role,EQ,1,6,1,4,1,control->control->control->control->boundary->entity
49,General staff:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information,EQ,0,4,0,4,0,control->control->control->control
50,Case Manager:unauthorized request message,EQ,0,1,1,0,0,boundary
51,Case Manager:document list-->document list:verify the role of the user-->verify the role of the user:unauthorized request message,EO,0,3,1,2,0,control->control->boundary
52,Case Manager:document list-->document list:verify the role of the user-->verify the role of the user:role,EI,1,3,0,2,1,control->control->entity
53,Case Manager:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:download-->download:General staff,EQ,0,7,2,5,0,control->control->control->control->boundary->boundary->control
54,Case Manager:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:print-->print:Administrator,EQ,1,7,2,5,0,control->control->control->control->boundary->control->boundary
55,Case Manager:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:unauthorized request,EO,0,6,2,4,0,control->control->control->control->boundary->boundary
56,Case Manager:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:role,EQ,1,6,1,4,1,control->control->control->control->boundary->entity
57,Case Manager:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information,EQ,0,4,0,4,0,control->control->control->control
58,Case Manager:case information page-->case information page:Validate print/download request-->Validate print/download request:download-->download:General staff,EQ,0,4,2,2,0,control->boundary->boundary->control
59,Case Manager:case information page-->case information page:Validate print/download request-->Validate print/download request:print-->print:Administrator,EQ,1,4,2,2,0,control->boundary->control->boundary
60,Case Manager:case information page-->case information page:Validate print/download request-->Validate print/download request:unauthorized request,EO,0,3,2,1,0,control->boundary->boundary
61,Case Manager:case information page-->case information page:Validate print/download request-->Validate print/download request:role,EQ,1,3,1,1,1,control->boundary->entity
62,Case Manager:unauthorized request,EQ,0,1,1,0,0,boundary
63,Administrator:case information page-->case information page:Validate print/download request-->Validate print/download request:download-->download:General staff,EQ,0,4,2,2,0,control->boundary->boundary->control
64,Administrator:case information page-->case information page:Validate print/download request-->Validate print/download request:print-->print:Administrator,EQ,1,4,2,2,0,control->boundary->control->boundary
65,Administrator:case information page-->case information page:Validate print/download request-->Validate print/download request:unauthorized request,EO,0,3,2,1,0,control->boundary->boundary
66,Administrator:case information page-->case information page:Validate print/download request-->Validate print/download request:role,EQ,1,3,1,1,1,control->boundary->entity
67,Administrator:unauthorized request message,EQ,0,1,1,0,0,boundary
68,Administrator:document list-->document list:verify the role of the user-->verify the role of the user:unauthorized request message,EO,0,3,1,2,0,control->control->boundary
69,Administrator:document list-->document list:verify the role of the user-->verify the role of the user:role,EI,1,3,0,2,1,control->control->entity
70,Administrator:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:download-->download:General staff,EQ,0,7,2,5,0,control->control->control->control->boundary->boundary->control
71,Administrator:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:print-->print:Administrator,EQ,1,7,2,5,0,control->control->control->control->boundary->control->boundary
72,Administrator:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:unauthorized request,EO,0,6,2,4,0,control->control->control->control->boundary->boundary
73,Administrator:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information page-->case information page:Validate print/download request-->Validate print/download request:role,EQ,1,6,1,4,1,control->control->control->control->boundary->entity
74,Administrator:document list-->document list:verify the role of the user-->verify the role of the user:display case information page-->display case information page:case information,EQ,0,4,0,4,0,control->control->control->control
75,Administrator:unauthorized request,EQ,0,1,1,0,0,boundary
76,Case Manager:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:success message,EO,0,4,3,1,0,control->boundary->boundary->boundary
77,Case Manager:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:update case information page-->update case information page:success message,EQ,0,5,3,2,0,control->boundary->boundary->control->boundary
78,Case Manager:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:case,EQ,0,4,2,1,1,control->boundary->boundary->entity
79,Case Manager:case information page-->case information page:Validate the information of description-->Validate the information of description:invalid case information error,EQ,0,3,1,2,0,control->boundary->control
80,Case Manager:invalid case information error,EQ,0,1,0,1,0,control
81,Case Manager:success message,EQ,0,1,1,0,0,boundary
82,Case Manager:unauthorized information message,EQ,1,1,1,0,0,boundary
83,Case Manager:Creae new case button-->Creae new case button:validate role of user-->validate role of user:unauthorized information message,EO,1,3,1,1,1,control->entity->boundary
84,Case Manager:Creae new case button-->Creae new case button:validate role of user-->validate role of user:role,EI,0,3,0,1,2,control->entity->entity
85,Case Manager:Creae new case button-->Creae new case button:validate role of user-->validate role of user:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:success message,EI,0,6,3,2,1,control->entity->control->boundary->boundary->boundary
86,Case Manager:Creae new case button-->Creae new case button:validate role of user-->validate role of user:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:update case information page-->update case information page:success message,EQ,0,7,3,3,1,control->entity->control->boundary->boundary->control->boundary
87,Case Manager:Creae new case button-->Creae new case button:validate role of user-->validate role of user:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:case,EQ,0,6,2,2,2,control->entity->control->boundary->boundary->entity
88,Case Manager:Creae new case button-->Creae new case button:validate role of user-->validate role of user:case information page-->case information page:Validate the information of description-->Validate the information of description:invalid case information error,EQ,0,5,1,3,1,control->entity->control->boundary->control
89,Administrator:success message,EQ,0,1,1,0,0,boundary
90,Administrator:Creae new case button-->Creae new case button:validate role of user-->validate role of user:unauthorized information message,EO,1,3,1,1,1,control->entity->boundary
91,Administrator:Creae new case button-->Creae new case button:validate role of user-->validate role of user:role,EI,0,3,0,1,2,control->entity->entity
92,Administrator:Creae new case button-->Creae new case button:validate role of user-->validate role of user:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:success message,EI,0,6,3,2,1,control->entity->control->boundary->boundary->boundary
93,Administrator:Creae new case button-->Creae new case button:validate role of user-->validate role of user:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:update case information page-->update case information page:success message,EQ,0,7,3,3,1,control->entity->control->boundary->boundary->control->boundary
94,Administrator:Creae new case button-->Creae new case button:validate role of user-->validate role of user:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:case,EQ,0,6,2,2,2,control->entity->control->boundary->boundary->entity
95,Administrator:Creae new case button-->Creae new case button:validate role of user-->validate role of user:case information page-->case information page:Validate the information of description-->Validate the information of description:invalid case information error,EQ,0,5,1,3,1,control->entity->control->boundary->control
96,Administrator:unauthorized information message,EQ,1,1,1,0,0,boundary
97,Administrator:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:success message,EO,0,4,3,1,0,control->boundary->boundary->boundary
98,Administrator:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:update case information page-->update case information page:success message,EQ,0,5,3,2,0,control->boundary->boundary->control->boundary
99,Administrator:case information page-->case information page:Validate the information of description-->Validate the information of description:save case information-->save case information:case,EQ,0,4,2,1,1,control->boundary->boundary->entity
100,Administrator:case information page-->case information page:Validate the information of description-->Validate the information of description:invalid case information error,EQ,0,3,1,2,0,control->boundary->control
101,Administrator:invalid case information error,EQ,0,1,0,1,0,control
102,Administrator:Create user button-->Create user button:validate role of user-->validate role of user:unauthorized error message,EO,2,3,1,1,1,control->entity->boundary
103,Administrator:Create user button-->Create user button:validate role of user-->validate role of user:role,EI,1,3,0,1,2,control->entity->entity
104,Administrator:Create user button-->Create user button:validate role of user-->validate role of user:generate a random password-->generate a random password:email password-->email password:Email protocol,EQ,1,5,0,3,2,control->entity->control->control->entity
105,Administrator:username and received password input-->username and received password input:insert username and received password into DB-->insert username and received password into DB:create a case for the user-->create a case for the user:case created success message,EO,2,4,1,3,0,control->control->control->boundary
106,Administrator:username and received password input-->username and received password input:insert username and received password into DB-->insert username and received password into DB:create a case for the user-->create a case for the user:Case,EI,2,4,0,3,1,control->control->control->entity
107,Administrator:username and received password input-->username and received password input:insert username and received password into DB-->insert username and received password into DB:User,EI,1,3,0,2,1,control->control->entity
108,Administrator:generate a random password-->generate a random password:email password-->email password:Email protocol,EI,0,3,0,2,1,control->control->entity
109,Administrator:case created success message,EQ,1,1,1,0,0,boundary
110,User:unauthorized error message,EQ,0,1,1,0,0,boundary
111,User:create user information page-->create user information page:validate input information-->validate input information:insert user info-->insert user info:User,EQ,1,4,1,1,2,control->boundary->entity->entity
112,User:create user information page-->create user information page:validate input information-->validate input information:information invalid message,EO,0,3,2,1,0,control->boundary->boundary
113,User:information invalid message,EQ,0,1,1,0,0,boundary
114,User:User Management Button-->User Management Button:validate role of user-->validate role of user:user management page-->user management page:create user information page-->create user information page:Email protocol,EQ,3,5,0,4,1,control->entity->control->control->control
115,User:User Management Button-->User Management Button:validate role of user-->validate role of user:user management page-->user management page:create user information page-->create user information page:create user information page-->create user information page:validate input information-->validate input information:insert user info-->insert user info:User,EQ,4,8,1,4,3,control->entity->control->control->control->boundary->entity->entity
116,User:User Management Button-->User Management Button:validate role of user-->validate role of user:user management page-->user management page:create user information page-->create user information page:create user information page-->create user information page:validate input information-->validate input information:information invalid message,EI,3,7,2,4,1,control->entity->control->control->control->boundary->boundary
117,User:User Management Button-->User Management Button:validate role of user-->validate role of user:unauthorized error message,EO,1,3,1,1,1,control->entity->boundary
118,User:User Management Button-->User Management Button:validate role of user-->validate role of user:role,EI,0,3,0,1,2,control->entity->entity
119,User:user management page-->user management page:create user information page-->create user information page:Email protocol,EQ,2,3,0,3,0,control->control->control
120,User:user management page-->user management page:create user information page-->create user information page:create user information page-->create user information page:validate input information-->validate input information:insert user info-->insert user info:User,EQ,3,6,1,3,2,control->control->control->boundary->entity->entity
121,User:user management page-->user management page:create user information page-->create user information page:create user information page-->create user information page:validate input information-->validate input information:information invalid message,EO,2,5,2,3,0,control->control->control->boundary->boundary
122,Case Manager:list of cases-->list of cases:query detail of a case-->query detail of a case:case information page-->case information page:validate role-->validate role:unauthorized error message,EO,3,5,1,1,3,entity->entity->control->entity->boundary
123,Case Manager:list of cases-->list of cases:query detail of a case-->query detail of a case:case information page-->case information page:validate role-->validate role:role,EI,2,5,0,1,4,entity->entity->control->entity->entity
124,Case Manager:list of cases-->list of cases:query detail of a case-->query detail of a case:case information page-->case information page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:save case update information-->save case update information:case information,EQ,3,9,1,2,6,entity->entity->control->entity->boundary->control->entity->entity->entity
125,Case Manager:list of cases-->list of cases:query detail of a case-->query detail of a case:case information page-->case information page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:informatin invalid error message,EQ,2,8,2,2,4,entity->entity->control->entity->boundary->control->entity->boundary
126,Case Manager:list of cases-->list of cases:query detail of a case-->query detail of a case:case,EQ,1,3,0,0,3,entity->entity->entity
127,Case Manager:informatin invalid error message,EQ,0,1,1,0,0,boundary
128,Case Manager:unauthorized error message,EQ,1,1,1,0,0,boundary
129,Case Manager:document upload page-->document upload page:validate role-->validate role:unauthorized error message,EQ,2,3,2,0,1,boundary->entity->boundary
130,Case Manager:document upload page-->document upload page:validate role-->validate role:role,EI,1,3,1,0,2,boundary->entity->entity
131,Case Manager:document upload page-->document upload page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:save case update information-->save case update information:case information,EQ,2,7,2,1,4,boundary->entity->boundary->control->entity->entity->entity
132,Case Manager:document upload page-->document upload page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:informatin invalid error message,EQ,1,6,3,1,2,boundary->entity->boundary->control->entity->boundary
133,Case Manager:case information page-->case information page:validate role-->validate role:unauthorized error message,EO,2,3,1,1,1,control->entity->boundary
134,Case Manager:case information page-->case information page:validate role-->validate role:role,EI,1,3,0,1,2,control->entity->entity
135,Case Manager:case information page-->case information page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:save case update information-->save case update information:case information,EQ,2,7,1,2,4,control->entity->boundary->control->entity->entity->entity
136,Case Manager:case information page-->case information page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:informatin invalid error message,EQ,1,6,2,2,2,control->entity->boundary->control->entity->boundary
137,Case Manager:case information edit page-->case information edit page:validate input information-->validate input information:save case update information-->save case update information:case information,EI,1,4,0,1,3,control->entity->entity->entity
138,Case Manager:case information edit page-->case information edit page:validate input information-->validate input information:informatin invalid error message,EO,0,3,1,1,1,control->entity->boundary
139,Administrator:case information page-->case information page:validate role-->validate role:unauthorized error message,EO,2,3,1,1,1,control->entity->boundary
140,Administrator:case information page-->case information page:validate role-->validate role:role,EI,1,3,0,1,2,control->entity->entity
141,Administrator:case information page-->case information page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:save case update information-->save case update information:case information,EQ,2,7,1,2,4,control->entity->boundary->control->entity->entity->entity
142,Administrator:case information page-->case information page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:informatin invalid error message,EQ,1,6,2,2,2,control->entity->boundary->control->entity->boundary
143,Administrator:list of cases-->list of cases:query detail of a case-->query detail of a case:case information page-->case information page:validate role-->validate role:unauthorized error message,EO,3,5,1,1,3,entity->entity->control->entity->boundary
144,Administrator:list of cases-->list of cases:query detail of a case-->query detail of a case:case information page-->case information page:validate role-->validate role:role,EI,2,5,0,1,4,entity->entity->control->entity->entity
145,Administrator:list of cases-->list of cases:query detail of a case-->query detail of a case:case information page-->case information page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:save case update information-->save case update information:case information,EQ,3,9,1,2,6,entity->entity->control->entity->boundary->control->entity->entity->entity
146,Administrator:list of cases-->list of cases:query detail of a case-->query detail of a case:case information page-->case information page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:informatin invalid error message,EQ,2,8,2,2,4,entity->entity->control->entity->boundary->control->entity->boundary
147,Administrator:list of cases-->list of cases:query detail of a case-->query detail of a case:case,EQ,1,3,0,0,3,entity->entity->entity
148,Administrator:case information edit page-->case information edit page:validate input information-->validate input information:save case update information-->save case update information:case information,EI,1,4,0,1,3,control->entity->entity->entity
149,Administrator:case information edit page-->case information edit page:validate input information-->validate input information:informatin invalid error message,EO,0,3,1,1,1,control->entity->boundary
150,Administrator:informatin invalid error message,EQ,0,1,1,0,0,boundary
151,Administrator:document upload page-->document upload page:validate role-->validate role:unauthorized error message,EQ,2,3,2,0,1,boundary->entity->boundary
152,Administrator:document upload page-->document upload page:validate role-->validate role:role,EI,1,3,1,0,2,boundary->entity->entity
153,Administrator:document upload page-->document upload page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:save case update information-->save case update information:case information,EQ,2,7,2,1,4,boundary->entity->boundary->control->entity->entity->entity
154,Administrator:document upload page-->document upload page:validate role-->validate role:display information edit page-->display information edit page:case information edit page-->case information edit page:validate input information-->validate input information:informatin invalid error message,EQ,1,6,3,1,2,boundary->entity->boundary->control->entity->boundary
155,Administrator:user edit page-->user edit page:validate input user information-->validate input user information:save input user information-->save input user information:Case,EI,0,4,0,1,3,control->entity->entity->entity
156,Administrator:User Management Button-->User Management Button:validate role of user-->validate role of user:user management page-->user management page:query user information-->query user information:Email protocol,EQ,2,5,0,3,2,control->entity->control->entity->control
157,Administrator:User Management Button-->User Management Button:validate role of user-->validate role of user:user management page-->user management page:query user information-->query user information:user information page-->user information page:display user edit page-->display user edit page:user edit page-->user edit page:validate input user information-->validate input user information:save input user information-->save input user information:display user information-->display user information:user information page-->user information page:display user edit page,EQ,3,12,0,7,5,control->entity->control->entity->control->control->control->entity->entity->entity->control->control
158,Administrator:User Management Button-->User Management Button:validate role of user-->validate role of user:user management page-->user management page:query user information-->query user information:user information page-->user information page:display user edit page-->display user edit page:user edit page-->user edit page:validate input user information-->validate input user information:save input user information-->save input user information:User,EQ,3,10,0,5,5,control->entity->control->entity->control->control->control->entity->entity->entity
159,Administrator:User Management Button-->User Management Button:validate role of user-->validate role of user:user management page-->user management page:query user information-->query user information:user information page-->user information page:display user edit page-->display user edit page:user edit page-->user edit page:validate input user information-->validate input user information:save input user information-->save input user information:Case,EQ,3,10,0,5,5,control->entity->control->entity->control->control->control->entity->entity->entity
160,Administrator:User Management Button-->User Management Button:validate role of user-->validate role of user:user management page-->user management page:query user information-->query user information:user information page-->user information page:display user edit page-->display user edit page:user edit page-->user edit page:validate input user information-->validate input user information:invalid input information error,EQ,3,9,0,5,4,control->entity->control->entity->control->control->control->entity->entity
161,Administrator:User Management Button-->User Management Button:validate role of user-->validate role of user:user management page-->user management page:query user information-->query user information:User,EQ,2,5,0,2,3,control->entity->control->entity->entity
162,Administrator:User Management Button-->User Management Button:validate role of user-->validate role of user:unauthorized error message,EO,1,3,1,1,1,control->entity->boundary
163,Administrator:User Management Button-->User Management Button:validate role of user-->validate role of user:role,EI,0,3,0,1,2,control->entity->entity
164,Administrator:user information page-->user information page:display user edit page-->display user edit page:user edit page-->user edit page:validate input user information-->validate input user information:save input user information-->save input user information:Case,EI,1,6,0,3,3,control->control->control->entity->entity->entity
165,Administrator:user management page-->user management page:query user information-->query user information:Email protocol,EQ,1,3,0,2,1,control->entity->control
166,Administrator:user management page-->user management page:query user information-->query user information:user information page-->user information page:display user edit page-->display user edit page:user edit page-->user edit page:validate input user information-->validate input user information:save input user information-->save input user information:display user information-->display user information:user information page-->user information page:display user edit page,EQ,2,10,0,6,4,control->entity->control->control->control->entity->entity->entity->control->control
167,Administrator:user management page-->user management page:query user information-->query user information:user information page-->user information page:display user edit page-->display user edit page:user edit page-->user edit page:validate input user information-->validate input user information:save input user information-->save input user information:User,EQ,2,8,0,4,4,control->entity->control->control->control->entity->entity->entity
168,Administrator:user management page-->user management page:query user information-->query user information:user information page-->user information page:display user edit page-->display user edit page:user edit page-->user edit page:validate input user information-->validate input user information:save input user information-->save input user information:Case,EQ,2,8,0,4,4,control->entity->control->control->control->entity->entity->entity
169,Administrator:user management page-->user management page:query user information-->query user information:user information page-->user information page:display user edit page-->display user edit page:user edit page-->user edit page:validate input user information-->validate input user information:invalid input information error,EQ,2,7,0,4,3,control->entity->control->control->control->entity->entity
170,Administrator:user management page-->user management page:query user information-->query user information:User,EI,1,3,0,1,2,control->entity->entity
171,Administrator:user management page-->user management page:check the status of user-->check the status of user:user is already inactivated error,EO,0,3,1,2,0,control->control->boundary
172,Administrator:user management page-->user management page:check the status of user-->check the status of user:inactivtate the user-->inactivtate the user:activation success message,EO,0,4,1,3,0,control->control->control->boundary
173,Administrator:user management page-->user management page:check the status of user-->check the status of user:inactivtate the user-->inactivtate the user:User,EI,1,4,0,3,1,control->control->control->entity
174,Administrator:user is already inactivated error,EQ,0,1,1,0,0,boundary
175,Administrator:User management button-->User management button:validate role of user-->validate role of user:user management page-->user management page:check the status of user-->check the status of user:user is already inactivated error,EI,1,5,1,3,1,control->entity->control->control->boundary
176,Administrator:User management button-->User management button:validate role of user-->validate role of user:user management page-->user management page:check the status of user-->check the status of user:inactivtate the user-->inactivtate the user:activation success message,EI,1,6,1,4,1,control->entity->control->control->control->boundary
177,Administrator:User management button-->User management button:validate role of user-->validate role of user:user management page-->user management page:check the status of user-->check the status of user:inactivtate the user-->inactivtate the user:User,EQ,2,6,0,4,2,control->entity->control->control->control->entity
178,General staff:blank description error,EQ,0,1,0,1,0,control
179,General staff:activity description page-->activity description page:validate activity description-->validate activity description:role,EI,1,3,0,2,1,control->control->entity
180,General staff:activity description page-->activity description page:validate activity description-->validate activity description:insert activity into case-->insert activity into case:case information,EI,0,4,0,2,2,control->control->entity->entity
