id,element,useCase,type,component
1,User:survey has been created message,Create Survey,boundary,successmessage
2,User:Survey detail page,Create Survey,control,Surveydb
3,User:Survey detail input page,Create Survey,control,Surveydb
4,Input survey brief info:Survey detail page,Create Survey,control,Surveydb
5,Input survey brief info:Survey db,Create Survey,control,Surveydb
6,Survey detail input page:Input survey brief info,Create Survey,control,Surveydb
7,Survey detail page:add survey detail into db,Create Survey,control,Surveydb
8,add survey detail into db:survey has been created message,Create Survey,boundary,successmessage
9,stl#User:survey has been created message,Create Survey,Stimulus,undefined
10,stl#User:Survey detail page,Create Survey,Stimulus,undefined
11,stl#User:Survey detail input page,Create Survey,Stimulus,undefined
