id,path,transactional,path_length,diagram,useCase
1,Admin->Account information page->check input information->Invalid input information,CTRL,4,Manage account setting,Manage account setting
2,Admin->Account information page->check input information->Invalid input information,INT,4,Manage account setting,Manage account setting
3,Admin->Account information page->check input information->save setting changes->notify user->Notification,CTRL,6,Manage account setting,Manage account setting
4,Admin->Account information page->check input information->save setting changes->notify user->Notification,DM,6,Manage account setting,Manage account setting
5,Admin->Account information page->check input information->save setting changes->notify user->Notification,EI,6,Manage account setting,Manage account setting
6,Admin->Account information page->check input information->save setting changes->setting,CTRL,5,Manage account setting,Manage account setting
7,Admin->Account information page->check input information->save setting changes->setting,DM,5,Manage account setting,Manage account setting
8,Admin->Account information page->check input information->save setting changes->setting,EI,5,Manage account setting,Manage account setting
9,Admin->Edit setting button->redirect account information page->Account information page,CTRL,4,Manage account setting,Manage account setting
10,Admin->Edit setting button->redirect account information page->Account information page,INT,4,Manage account setting,Manage account setting
