id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Actor,actor,1,0,Use Case Model,Create a Public Event,
2,Handle Validate Error,control,1,3,Use Case Model,Create a Public Event,
3,Validate hashtag containts alphanume dash underscore,control,2,1,Use Case Model,Create a Public Event,
4,Event Collection,entity,0,2,Use Case Model,Create a Public Event,
5,Validate hashtag uniqueness,control,2,1,Use Case Model,Create a Public Event,
6,Create Event Screen,boundary,2,2,Use Case Model,Create a Public Event,
