id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Actor->Create Event Screen->Handle Validate Error->Event Collection,EI,CTRL|DM|EI,4,undefined,1,1,1,Use Case Model,Create a Public Event
2,Actor->Create Event Screen->Validate hashtag containts alphanume dash underscore->Validate hashtag uniqueness->Handle Validate Error->Event Collection,EI,CTRL|DM|EI,6,undefined,3,1,1,Use Case Model,Create a Public Event
3,Actor->Create Event Screen->Validate hashtag containts alphanume dash underscore->Validate hashtag uniqueness->Event Collection,EI,CTRL|DM|EI,5,undefined,2,1,1,Use Case Model,Create a Public Event
4,Actor->Create Event Screen->Validate hashtag containts alphanume dash underscore->Handle Validate Error->Event Collection,EI,CTRL|DM|EI,5,undefined,2,1,1,Use Case Model,Create a Public Event
