id,element,useCase,type,outboundDegree,inboundDegree
1,User:Updated Army,Update Screen,0,undefined,undefined
2,User:Updated Minimap,Update Screen,0,undefined,undefined
3,Check for the number of tikimen killed:Updated Army,Update Screen,0,undefined,undefined
4,Check for the number of tikimen killed:Destroy Enemy,Update Screen,0,undefined,undefined
5,Check for the number of tikimen killed:Updated Minimap,Update Screen,0,undefined,undefined
6,stl#User:Updated Army,Update Screen,0,undefined,undefined
7,stl#User:Updated Minimap,Update Screen,0,undefined,undefined
