id,operation,element
1,DataServiceConfigurationForm,Data Service Configuration Form
2,ProductConfiguration,Product Configuration
3,SensorDataExportFile,Sensor Data Export File
4,SensorProductConfigurationForm,Sensor Product Configuration Form
5,UserAccount,User Account
