id,path,transactional,path_length,diagram,useCase
1,Actor->Event Screen->Determine if user is event owner->Event,CTRL,4,Use Case Model,View photos of event/View photos of private event with password
2,Actor->Event Screen->Determine if user is event owner->Event,DM,4,Use Case Model,View photos of event/View photos of private event with password
3,Actor->Event Screen->Determine if user is event owner->Event,EI,4,Use Case Model,View photos of event/View photos of private event with password
4,Actor->Event Screen->Navigate to Photo Selected Screen,TRAN_NA,3,Use Case Model,View photos of event/View photos of private event with password
5,Actor->Event Screen->Retrieve Photos for Event->Photo Collection,CTRL,4,Use Case Model,View photos of event/View photos of private event with password
6,Actor->Event Screen->Retrieve Photos for Event->Photo Collection,DM,4,Use Case Model,View photos of event/View photos of private event with password
7,Actor->Event Screen->Retrieve Photos for Event->Photo Collection,EI,4,Use Case Model,View photos of event/View photos of private event with password
8,Actor->Event Screen->Display Remaining Event Time->Event,CTRL,4,Use Case Model,View photos of event/View photos of private event with password
9,Actor->Event Screen->Display Remaining Event Time->Event,DM,4,Use Case Model,View photos of event/View photos of private event with password
10,Actor->Event Screen->Display Remaining Event Time->Event,EI,4,Use Case Model,View photos of event/View photos of private event with password
11,Actor->Event Screen->Photo Collection,TRAN_NA,3,Use Case Model,View photos of event/View photos of private event with password
