id,element,useCase,type,component
1,User:Confirm Dialog,Suspend User - Confirm,control,ConfirmDialog
2,User:User List,Suspend User - Confirm,boundary,SuspendUser
3,User:Click user suspend button,Suspend User - Confirm,boundary,SuspendUser
4,Click user suspend button:Prompt confirm dialog,Suspend User - Confirm,control,ConfirmDialog
5,Confirm Dialog:Suspend User,Suspend User - Confirm,boundary,SuspendUser
6,Prompt confirm dialog:Confirm Dialog,Suspend User - Confirm,control,ConfirmDialog
7,Suspend User:User,Suspend User - Confirm,boundary,SuspendUser
8,Suspend User:User List,Suspend User - Confirm,boundary,SuspendUser
9,stl#User:Confirm Dialog,Suspend User - Confirm,Stimulus,undefined
10,stl#User:User List,Suspend User - Confirm,Stimulus,undefined
11,stl#User:Click user suspend button,Suspend User - Confirm,Stimulus,undefined
