id,element,useCase,type,component
1,User:Catageory select page,Edit Timesheet,boundary,Catagorypage
2,User:Homepage,Edit Timesheet,boundary,Catagorypage
3,Catageory select page:Validate values,Edit Timesheet,control,Validatevalues
4,Display update information:Catageory select page,Edit Timesheet,boundary,Catagorypage
5,Display update information:Homepage,Edit Timesheet,boundary,Catagorypage
6,Update database:Display update information,Edit Timesheet,control,Displayapprovalconfirmation
7,Validate values:Update database,Edit Timesheet,control,Validatevalues
8,stl#User:Catageory select page,Edit Timesheet,Stimulus,undefined
9,stl#User:Homepage,Edit Timesheet,Stimulus,undefined
