id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
29,User:operation selection panel-->operation selection panel:Query business by options-->Query business by options:No result found message-->No result found message:redirect to search panel-->redirect to search panel:operation selection panel-->operation selection panel:Query business by options,EQ,0,6,1,5,0,control->control->boundary->control->control->control
30,User:business list-->business list:Query business information-->Query business information:business,EQ,0,3,0,3,0,control->control->control
31,User:No result found message-->No result found message:redirect to search panel-->redirect to search panel:operation selection panel-->operation selection panel:Query business by options-->Query business by options:business list-->business list:Query business information-->Query business information:business,EI,0,7,1,6,0,boundary->control->control->control->control->control->control
32,User:No result found message-->No result found message:redirect to search panel-->redirect to search panel:operation selection panel-->operation selection panel:Query business by options-->Query business by options:business,EI,0,5,1,4,0,boundary->control->control->control->control
33,User:No result found message-->No result found message:redirect to search panel-->redirect to search panel:operation selection panel-->operation selection panel:Query business by options-->Query business by options:No result found message-->No result found message:redirect to search panel,EQ,0,6,2,4,0,boundary->control->control->control->boundary->control
34,User:Home page-->Home page:display selection panel-->display selection panel:operation selection panel-->operation selection panel:Query business by options-->Query business by options:business list-->business list:Query business information-->Query business information:business,EI,1,7,1,6,0,boundary->control->control->control->control->control->control
35,User:Home page-->Home page:display selection panel-->display selection panel:operation selection panel-->operation selection panel:Query business by options-->Query business by options:business,EI,1,5,1,4,0,boundary->control->control->control->control
36,User:Home page-->Home page:display selection panel-->display selection panel:operation selection panel-->operation selection panel:Query business by options-->Query business by options:No result found message-->No result found message:redirect to search panel-->redirect to search panel:operation selection panel-->operation selection panel:Query business by options,EQ,1,8,2,6,0,boundary->control->control->control->boundary->control->control->control
37,User:Ask a question button-->Ask a question button:display ask a question form-->display ask a question form:question form-->question form:save questions-->save questions:questions,EI,5,5,0,3,2,control->control->control->entity->entity
38,User:question form-->question form:save questions-->save questions:questions,EI,2,3,0,1,2,control->entity->entity
39,Client:load questions button-->load questions button:load questions-->load questions:questions,EQ,0,3,0,0,3,entity->entity->entity
40,Client:load questions button-->load questions button:load questions-->load questions:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:display create a response page-->display create a response page:create a response page-->create a response page:save the response to db-->save the response to db:response,EI,1,8,0,1,7,entity->entity->entity->control->entity->entity->entity->entity
41,Client:load questions button-->load questions button:load questions-->load questions:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:response,EI,1,5,0,1,4,entity->entity->entity->control->entity
42,Client:load questions button-->load questions button:load questions-->load questions:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:Send notification-->Send notification:notification,EO,1,6,0,3,3,entity->entity->entity->control->control->control
43,Client:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:display create a response page-->display create a response page:create a response page-->create a response page:save the response to db-->save the response to db:response,EI,2,6,0,1,5,entity->control->entity->entity->entity->entity
44,Client:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:response,EI,2,3,0,1,2,entity->control->entity
45,Client:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:Send notification-->Send notification:notification,EO,2,4,0,3,1,entity->control->control->control
46,Client:create a response page-->create a response page:save the response to db-->save the response to db:response,EQ,1,3,0,0,3,entity->entity->entity
47,Admin:load questions button-->load questions button:load questions-->load questions:questions,EQ,0,3,0,0,3,entity->entity->entity
48,Admin:load questions button-->load questions button:load questions-->load questions:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:display create a response page-->display create a response page:create a response page-->create a response page:save the response to db-->save the response to db:response,EI,1,8,0,1,7,entity->entity->entity->control->entity->entity->entity->entity
49,Admin:load questions button-->load questions button:load questions-->load questions:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:response,EI,1,5,0,1,4,entity->entity->entity->control->entity
50,Admin:load questions button-->load questions button:load questions-->load questions:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:Send notification-->Send notification:notification,EO,1,6,0,3,3,entity->entity->entity->control->control->control
51,Admin:create a response page-->create a response page:save the response to db-->save the response to db:response,EQ,1,3,0,0,3,entity->entity->entity
52,Admin:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:display create a response page-->display create a response page:create a response page-->create a response page:save the response to db-->save the response to db:response,EI,2,6,0,1,5,entity->control->entity->entity->entity->entity
53,Admin:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:response,EI,2,3,0,1,2,entity->control->entity
54,Admin:create a response button-->create a response button:check if the question is already answered-->check if the question is already answered:Send notification-->Send notification:notification,EO,2,4,0,3,1,entity->control->control->control
55,User:traverl tipping guides button-->traverl tipping guides button:display Tipping Guide Page-->display Tipping Guide Page:Tipping guide page-->Tipping guide page:search for relevant information online-->search for relevant information online:Internet browser,EQ,2,5,2,2,1,control->boundary->boundary->control->actor
56,User:traverl tipping guides button-->traverl tipping guides button:display Tipping Guide Page-->display Tipping Guide Page:Tipping guide page-->Tipping guide page:search for relevant information online-->search for relevant information online:display added business page-->display added business page:pdf file,EQ,3,6,2,3,1,control->boundary->boundary->control->control->entity
57,User:traverl tipping guides button-->traverl tipping guides button:display Tipping Guide Page-->display Tipping Guide Page:Tipping guide page-->Tipping guide page:search for relevant information online-->search for relevant information online:display added business page-->display added business page:business,EQ,3,6,2,4,0,control->boundary->boundary->control->control->control
58,User:traverl tipping guides button-->traverl tipping guides button:display Tipping Guide Page-->display Tipping Guide Page:Tipping guide page-->Tipping guide page:search for relevant information online-->search for relevant information online:business,EQ,1,5,2,3,0,control->boundary->boundary->control->control
59,User:Tipping guide page-->Tipping guide page:search for relevant information online-->search for relevant information online:Internet browser,EQ,1,3,1,1,1,boundary->control->actor
60,User:Tipping guide page-->Tipping guide page:search for relevant information online-->search for relevant information online:display added business page-->display added business page:pdf file,EI,2,4,1,2,1,boundary->control->control->entity
61,User:Tipping guide page-->Tipping guide page:search for relevant information online-->search for relevant information online:display added business page-->display added business page:business,EI,2,4,1,3,0,boundary->control->control->control
62,User:Tipping guide page-->Tipping guide page:search for relevant information online-->search for relevant information online:business,EI,0,3,1,2,0,boundary->control->control
63,Admin:added business button,EQ,0,1,0,1,0,control
64,User:tip calculator  button-->tip calculator  button:display tip calculator page-->display tip calculator page:tip calculator page-->tip calculator page:calculate tips based on input info-->calculate tips based on input info:Internet browser,EQ,3,5,0,4,1,control->control->control->control->actor
65,User:tip calculator  button-->tip calculator  button:display tip calculator page-->display tip calculator page:tip calculator page-->tip calculator page:calculate tips based on input info-->calculate tips based on input info:display added business page-->display added business page:pdf file,EI,4,6,0,5,1,control->control->control->control->control->entity
66,User:tip calculator page-->tip calculator page:calculate tips based on input info-->calculate tips based on input info:Internet browser,EQ,2,3,1,1,1,boundary->control->actor
67,User:tip calculator page-->tip calculator page:calculate tips based on input info-->calculate tips based on input info:display added business page-->display added business page:pdf file,EI,3,4,1,2,1,boundary->control->control->entity
68,User:comment section button-->comment section button:display comment section-->display comment section:query business information-->query business information:comment panel-->comment panel:save comment to db-->save comment to db:comment,EQ,3,6,1,5,0,control->control->control->boundary->control->control
69,User:comment section button-->comment section button:display comment section-->display comment section:query business information-->query business information:business information,EQ,0,4,0,4,0,control->control->control->control
70,User:comment panel-->comment panel:save comment to db-->save comment to db:comment,EI,2,3,1,2,0,boundary->control->control
71,User:tip calculator  button-->tip calculator  button:display tip calculator page-->display tip calculator page:tip calculator page-->tip calculator page:calculate tips based on input info,EQ,2,4,0,4,0,control->control->control->control
72,User:tip calculator page-->tip calculator page:calculate tips based on input info,EQ,1,2,0,2,0,control->control
73,Admin:comment detail-->comment detail:save approval status of comment-->save approval status of comment:remove comment-->remove comment:comment,EQ,2,4,0,4,0,control->control->control->control
74,Admin:comment detail-->comment detail:save approval status of comment-->save approval status of comment:comment,EQ,1,3,0,3,0,control->control->control
75,Admin:load comment button-->load comment button:load comments-->load comments:comment list-->comment list:display comment detail-->display comment detail:comment detail-->comment detail:save approval status of comment-->save approval status of comment:remove comment-->remove comment:comment,EQ,3,8,0,8,0,control->control->control->control->control->control->control->control
76,Admin:load comment button-->load comment button:load comments-->load comments:comment list-->comment list:display comment detail-->display comment detail:comment detail-->comment detail:save approval status of comment-->save approval status of comment:comment,EQ,2,7,0,7,0,control->control->control->control->control->control->control
77,Admin:load comment button-->load comment button:load comments-->load comments:comment list-->comment list:display comment detail-->display comment detail:comment,EQ,1,5,0,5,0,control->control->control->control->control
78,Admin:load comment button-->load comment button:load comments-->load comments:comment,EQ,2,3,0,3,0,control->control->control
79,Admin:comment list-->comment list:display comment detail-->display comment detail:comment detail-->comment detail:save approval status of comment-->save approval status of comment:remove comment-->remove comment:comment,EQ,2,6,0,6,0,control->control->control->control->control->control
80,Admin:comment list-->comment list:display comment detail-->display comment detail:comment detail-->comment detail:save approval status of comment-->save approval status of comment:comment,EQ,1,5,0,5,0,control->control->control->control->control
81,Admin:comment list-->comment list:display comment detail-->display comment detail:comment,EQ,0,3,0,3,0,control->control->control
