id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:Homepage->User:Homepage,Configure Data Service,CTRL;EXTCLL;INT,2,0,2,1,4
2,stl#User:Configure data service page->User:Configure data service page->Configure data service page: choose the service  to configure-> choose the service  to configure:Confirmation page->Confirmation page:Homepage,Configure Data Service,TRAN_NA,5,1,2.75,4,13.75
3,stl#User:Configure data service page->User:Configure data service page->Configure data service page: choose the service  to configure-> choose the service  to configure:Confirmation page->Confirmation page:Configure data service page->Configure data service page: choose the service  to configure,Configure Data Service,TRAN_NA,6,0,3.4,5,20.4
