id,element,useCase,type,component
1,guests:error message,view invitation,boundary,successmessage
2,guests:Invitation link,view invitation,entity,invitationlink
3,guests:event details and RSVP,view invitation,boundary,Event
4,Invitation link:Redirect to couple's website with event details and RSVP form,view invitation,control,Couple
5,Redirect to couple's website with event details and RSVP form:error message,view invitation,boundary,successmessage
6,Redirect to couple's website with event details and RSVP form:invitation link info,view invitation,entity,invitationlink
7,Redirect to couple's website with event details and RSVP form:event details and RSVP,view invitation,boundary,Event
8,stl#guests:error message,view invitation,Stimulus,undefined
9,stl#guests:Invitation link,view invitation,Stimulus,undefined
10,stl#guests:event details and RSVP,view invitation,Stimulus,undefined
