id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->comment page->post->comment,EI,CTRL|DM|EI,4,undefined,1,1,1,Write comment,Write comment
2,User->comment page->post->post page,EQ,CTRL|INT,4,undefined,1,0,1,Write comment,Write comment
3,User->comment page->post->invalid comment length,EQ,CTRL|INT,4,undefined,1,0,1,Write comment,Write comment
