id,element,useCase,type,outboundDegree,inboundDegree
1,User:Avatar's Page,Choose Avatar,0,undefined,undefined
2,Avatar's Page:Select Avatar,Choose Avatar,0,undefined,undefined
3,Select Avatar:Avatars,Choose Avatar,0,undefined,undefined
4,Select Avatar:Render Avatar,Choose Avatar,0,undefined,undefined
5,stl#User:Avatar's Page,Choose Avatar,0,undefined,undefined
