id,element,useCase,type,outboundDegree,inboundDegree
1,Admin:business list,Add a new business,0,undefined,undefined
2,Admin:added business button,Add a new business,0,undefined,undefined
3,Admin:business info,Add a new business,0,undefined,undefined
4,User:business input information,Add a new business,0,undefined,undefined
5,User:Add a business button,Add a new business,0,undefined,undefined
6,Add a business button:display add business page,Add a new business,0,undefined,undefined
7,added business button:redirect to search panel,Add a new business,0,undefined,undefined
8,display added business page:added business button,Add a new business,0,undefined,undefined
9,display added business page:business,Add a new business,0,undefined,undefined
10,save the approval status of the business:business,Add a new business,0,undefined,undefined
11,save business information for verification:business,Add a new business,0,undefined,undefined
12,query information for a specific business:business,Add a new business,0,undefined,undefined
13,business info:save the approval status of the business,Add a new business,0,undefined,undefined
14,query information for a specific business:business info,Add a new business,0,undefined,undefined
15,business input information:save business information for verification,Add a new business,0,undefined,undefined
16,redirect to search panel:business input information,Add a new business,0,undefined,undefined
17,display add business page:business input information,Add a new business,0,undefined,undefined
18,business list:query information for a specific business,Add a new business,0,undefined,undefined
19,display added business page:business list,Add a new business,0,undefined,undefined
20,stl#Admin:business list,Add a new business,0,undefined,undefined
21,stl#Admin:added business button,Add a new business,0,undefined,undefined
22,stl#Admin:business info,Add a new business,0,undefined,undefined
23,stl#User:business input information,Add a new business,0,undefined,undefined
24,stl#User:Add a business button,Add a new business,0,undefined,undefined
25,Admin:list of claims,Business Claim,0,undefined,undefined
26,Admin:Claim Detail,Business Claim,0,undefined,undefined
27,Admin:load claims button,Business Claim,0,undefined,undefined
28,User:Claim button,Business Claim,0,undefined,undefined
29,User:claim page,Business Claim,0,undefined,undefined
30,Claim Detail:save the approval status of claim,Business Claim,0,undefined,undefined
31,Query claim detail:Claim Detail,Business Claim,0,undefined,undefined
32,Claim button:display claim page,Business Claim,0,undefined,undefined
33,Query claim detail:claim information,Business Claim,0,undefined,undefined
34,list of claims:Query claim detail,Business Claim,0,undefined,undefined
35,remove claim information:claim information,Business Claim,0,undefined,undefined
36,save the approval status of claim:claim information,Business Claim,0,undefined,undefined
37,save claim information for verification:claim information,Business Claim,0,undefined,undefined
38,display claims requests:claim information,Business Claim,0,undefined,undefined
39,claim page:save claim information for verification,Business Claim,0,undefined,undefined
40,display claim page:claim page,Business Claim,0,undefined,undefined
41,display claims requests:list of claims,Business Claim,0,undefined,undefined
42,load claims button:display claims requests,Business Claim,0,undefined,undefined
43,save the approval status of claim:remove claim information,Business Claim,0,undefined,undefined
44,stl#Admin:list of claims,Business Claim,0,undefined,undefined
45,stl#Admin:Claim Detail,Business Claim,0,undefined,undefined
46,stl#Admin:load claims button,Business Claim,0,undefined,undefined
47,stl#User:Claim button,Business Claim,0,undefined,undefined
48,stl#User:claim page,Business Claim,0,undefined,undefined
49,Admin:Registration Detail,Business Owner Registration,0,undefined,undefined
50,Admin:registration button,Business Owner Registration,0,undefined,undefined
51,Admin:list of registrations,Business Owner Registration,0,undefined,undefined
52,User:registration page,Business Owner Registration,0,undefined,undefined
53,User:Register button,Business Owner Registration,0,undefined,undefined
54,Query registration detail:registration information,Business Owner Registration,0,undefined,undefined
55,Query registration detail:Registration Detail,Business Owner Registration,0,undefined,undefined
