id,element,useCase,type,outboundDegree,inboundDegree
56,list of registrations:Query registration detail,Business Owner Registration,0,undefined,undefined
57,Register button:display registration page,Business Owner Registration,0,undefined,undefined
58,Registration Detail:save the approval status of registration,Business Owner Registration,0,undefined,undefined
59,display registratiion requests:list of registrations,Business Owner Registration,0,undefined,undefined
60,display registratiion requests:registration information,Business Owner Registration,0,undefined,undefined
61,registration button:display registratiion requests,Business Owner Registration,0,undefined,undefined
62,display registration page:registration page,Business Owner Registration,0,undefined,undefined
63,redirect to search panel:registration page,Business Owner Registration,0,undefined,undefined
64,registration button:redirect to search panel,Business Owner Registration,0,undefined,undefined
65,save information for verification:registration information,Business Owner Registration,0,undefined,undefined
66,save the approval status of registration:registration information,Business Owner Registration,0,undefined,undefined
67,registration page:save information for verification,Business Owner Registration,0,undefined,undefined
68,stl#Admin:Registration Detail,Business Owner Registration,0,undefined,undefined
69,stl#Admin:registration button,Business Owner Registration,0,undefined,undefined
70,stl#Admin:list of registrations,Business Owner Registration,0,undefined,undefined
71,stl#User:registration page,Business Owner Registration,0,undefined,undefined
72,stl#User:Register button,Business Owner Registration,0,undefined,undefined
73,User:Home page,Search Business,0,undefined,undefined
74,User:No result found message,Search Business,0,undefined,undefined
75,User:business list,Search Business,0,undefined,undefined
76,User:operation selection panel,Search Business,0,undefined,undefined
77,Home page:display selection panel,Search Business,0,undefined,undefined
78,No result found message:redirect to search panel,Search Business,0,undefined,undefined
79,Query business by options:No result found message,Search Business,0,undefined,undefined
80,Query business by options:business,Search Business,0,undefined,undefined
81,Query business by options:business list,Search Business,0,undefined,undefined
82,operation selection panel:Query business by options,Search Business,0,undefined,undefined
83,Query business information:business,Search Business,0,undefined,undefined
84,business list:Query business information,Search Business,0,undefined,undefined
85,display selection panel:operation selection panel,Search Business,0,undefined,undefined
86,redirect to search panel:operation selection panel,Search Business,0,undefined,undefined
87,stl#User:Home page,Search Business,0,undefined,undefined
88,stl#User:No result found message,Search Business,0,undefined,undefined
89,stl#User:business list,Search Business,0,undefined,undefined
90,stl#User:operation selection panel,Search Business,0,undefined,undefined
91,Admin:create a response button,Submit questions and responses,0,undefined,undefined
92,Admin:create a response page,Submit questions and responses,0,undefined,undefined
93,Admin:load questions button,Submit questions and responses,0,undefined,undefined
94,Client:create a response page,Submit questions and responses,0,undefined,undefined
95,Client:create a response button,Submit questions and responses,0,undefined,undefined
96,Client:load questions button,Submit questions and responses,0,undefined,undefined
97,User:question form,Submit questions and responses,0,undefined,undefined
98,User:Ask a question button,Submit questions and responses,0,undefined,undefined
99,Ask a question button:display ask a question form,Submit questions and responses,0,undefined,undefined
100,Send notification:notification,Submit questions and responses,0,undefined,undefined
101,check if the question is already answered:Send notification,Submit questions and responses,0,undefined,undefined
102,check if the question is already answered:response,Submit questions and responses,0,undefined,undefined
103,check if the question is already answered:display create a response page,Submit questions and responses,0,undefined,undefined
104,create a response button:check if the question is already answered,Submit questions and responses,0,undefined,undefined
105,load questions:create a response button,Submit questions and responses,0,undefined,undefined
106,create a response page:save the response to db,Submit questions and responses,0,undefined,undefined
107,display create a response page:create a response page,Submit questions and responses,0,undefined,undefined
108,display ask a question form:question form,Submit questions and responses,0,undefined,undefined
109,load questions:questions,Submit questions and responses,0,undefined,undefined
110,load questions button:load questions,Submit questions and responses,0,undefined,undefined
111,question form:save questions,Submit questions and responses,0,undefined,undefined
112,save questions:questions,Submit questions and responses,0,undefined,undefined
113,save the response to db:response,Submit questions and responses,0,undefined,undefined
114,stl#Admin:create a response button,Submit questions and responses,0,undefined,undefined
115,stl#Admin:create a response page,Submit questions and responses,0,undefined,undefined
116,stl#Admin:load questions button,Submit questions and responses,0,undefined,undefined
117,stl#Client:create a response page,Submit questions and responses,0,undefined,undefined
118,stl#Client:create a response button,Submit questions and responses,0,undefined,undefined
119,stl#Client:load questions button,Submit questions and responses,0,undefined,undefined
120,stl#User:question form,Submit questions and responses,0,undefined,undefined
121,stl#User:Ask a question button,Submit questions and responses,0,undefined,undefined
122,Admin:added business button,Travel Tipping Guides,0,undefined,undefined
123,Admin:business list,Travel Tipping Guides,0,undefined,undefined
124,Admin:business info,Travel Tipping Guides,0,undefined,undefined
125,User:Tipping guide page,Travel Tipping Guides,0,undefined,undefined
126,User:traverl tipping guides button,Travel Tipping Guides,0,undefined,undefined
127,Tipping guide page:search for relevant information online,Travel Tipping Guides,0,undefined,undefined
128,display Tipping Guide Page:Tipping guide page,Travel Tipping Guides,0,undefined,undefined
129,display added business page:business,Travel Tipping Guides,0,undefined,undefined
130,search for relevant information online:business,Travel Tipping Guides,0,undefined,undefined
131,query information for a specific business:business,Travel Tipping Guides,0,undefined,undefined
132,save the approval status of the business:business,Travel Tipping Guides,0,undefined,undefined
133,business info:save the approval status of the business,Travel Tipping Guides,0,undefined,undefined
134,query information for a specific business:business info,Travel Tipping Guides,0,undefined,undefined
135,business list:query information for a specific business,Travel Tipping Guides,0,undefined,undefined
136,traverl tipping guides button:display Tipping Guide Page,Travel Tipping Guides,0,undefined,undefined
137,display added business page:pdf file,Travel Tipping Guides,0,undefined,undefined
138,search for relevant information online:display added business page,Travel Tipping Guides,0,undefined,undefined
139,stl#Admin:added business button,Travel Tipping Guides,0,undefined,undefined
140,stl#Admin:business list,Travel Tipping Guides,0,undefined,undefined
141,stl#Admin:business info,Travel Tipping Guides,0,undefined,undefined
142,stl#User:Tipping guide page,Travel Tipping Guides,0,undefined,undefined
143,stl#User:traverl tipping guides button,Travel Tipping Guides,0,undefined,undefined
144,User:tip calculator page,Use Tip Calculator,0,undefined,undefined
145,User:tip calculator  button,Use Tip Calculator,0,undefined,undefined
146,calculate tips based on input info:display added business page,Use Tip Calculator,0,undefined,undefined
147,tip calculator page:calculate tips based on input info,Use Tip Calculator,0,undefined,undefined
148,display added business page:pdf file,Use Tip Calculator,0,undefined,undefined
149,display tip calculator page:tip calculator page,Use Tip Calculator,0,undefined,undefined
150,tip calculator  button:display tip calculator page,Use Tip Calculator,0,undefined,undefined
151,stl#User:tip calculator page,Use Tip Calculator,0,undefined,undefined
152,stl#User:tip calculator  button,Use Tip Calculator,0,undefined,undefined
153,Admin:comment list,User comments and moderation,0,undefined,undefined
154,Admin:load comment button,User comments and moderation,0,undefined,undefined
155,Admin:comment detail,User comments and moderation,0,undefined,undefined
156,User:tip calculator page,User comments and moderation,0,undefined,undefined
157,User:tip calculator  button,User comments and moderation,0,undefined,undefined
158,User:comment panel,User comments and moderation,0,undefined,undefined
159,User:comment section button,User comments and moderation,0,undefined,undefined
160,query business information:business information,User comments and moderation,0,undefined,undefined
161,tip calculator page:calculate tips based on input info,User comments and moderation,0,undefined,undefined
162,display comment detail:comment,User comments and moderation,0,undefined,undefined
163,save comment to db:comment,User comments and moderation,0,undefined,undefined
164,load comments:comment,User comments and moderation,0,undefined,undefined
165,remove comment:comment,User comments and moderation,0,undefined,undefined
166,save approval status of comment:comment,User comments and moderation,0,undefined,undefined
167,comment detail:save approval status of comment,User comments and moderation,0,undefined,undefined
168,display comment detail:comment detail,User comments and moderation,0,undefined,undefined
169,comment list:display comment detail,User comments and moderation,0,undefined,undefined
170,load comments:comment list,User comments and moderation,0,undefined,undefined
171,comment panel:save comment to db,User comments and moderation,0,undefined,undefined
172,query business information:comment panel,User comments and moderation,0,undefined,undefined
173,comment section button:display comment section,User comments and moderation,0,undefined,undefined
174,display comment section:query business information,User comments and moderation,0,undefined,undefined
175,display tip calculator page:tip calculator page,User comments and moderation,0,undefined,undefined
176,tip calculator  button:display tip calculator page,User comments and moderation,0,undefined,undefined
177,load comment button:load comments,User comments and moderation,0,undefined,undefined
178,save approval status of comment:remove comment,User comments and moderation,0,undefined,undefined
179,stl#Admin:comment list,User comments and moderation,0,undefined,undefined
180,stl#Admin:load comment button,User comments and moderation,0,undefined,undefined
181,stl#Admin:comment detail,User comments and moderation,0,undefined,undefined
182,stl#User:tip calculator page,User comments and moderation,0,undefined,undefined
183,stl#User:tip calculator  button,User comments and moderation,0,undefined,undefined
184,stl#User:comment panel,User comments and moderation,0,undefined,undefined
185,stl#User:comment section button,User comments and moderation,0,undefined,undefined
186,Admin:business list,Add a new business,0,undefined,undefined
187,Admin:added business button,Add a new business,0,undefined,undefined
188,Admin:business info,Add a new business,0,undefined,undefined
189,User:business input information,Add a new business,0,undefined,undefined
190,User:Add a business button,Add a new business,0,undefined,undefined
191,Add a business button:display add business page,Add a new business,0,undefined,undefined
192,added business button:redirect to search panel,Add a new business,0,undefined,undefined
193,display added business page:added business button,Add a new business,0,undefined,undefined
194,display added business page:business,Add a new business,0,undefined,undefined
195,save the approval status of the business:business,Add a new business,0,undefined,undefined
196,save business information for verification:business,Add a new business,0,undefined,undefined
197,query information for a specific business:business,Add a new business,0,undefined,undefined
198,business info:save the approval status of the business,Add a new business,0,undefined,undefined
199,query information for a specific business:business info,Add a new business,0,undefined,undefined
200,business input information:save business information for verification,Add a new business,0,undefined,undefined
201,redirect to search panel:business input information,Add a new business,0,undefined,undefined
202,display add business page:business input information,Add a new business,0,undefined,undefined
203,business list:query information for a specific business,Add a new business,0,undefined,undefined
204,display added business page:business list,Add a new business,0,undefined,undefined
205,stl#Admin:business list,Add a new business,0,undefined,undefined
206,stl#Admin:added business button,Add a new business,0,undefined,undefined
207,stl#Admin:business info,Add a new business,0,undefined,undefined
208,stl#User:business input information,Add a new business,0,undefined,undefined
209,stl#User:Add a business button,Add a new business,0,undefined,undefined
210,Admin:list of claims,Business Claim,0,undefined,undefined
211,Admin:Claim Detail,Business Claim,0,undefined,undefined
212,Admin:load claims button,Business Claim,0,undefined,undefined
213,User:Claim button,Business Claim,0,undefined,undefined
214,User:claim page,Business Claim,0,undefined,undefined
215,Claim Detail:save the approval status of claim,Business Claim,0,undefined,undefined
216,Query claim detail:Claim Detail,Business Claim,0,undefined,undefined
217,Claim button:display claim page,Business Claim,0,undefined,undefined
218,Query claim detail:claim information,Business Claim,0,undefined,undefined
219,list of claims:Query claim detail,Business Claim,0,undefined,undefined
220,remove claim information:claim information,Business Claim,0,undefined,undefined
221,save the approval status of claim:claim information,Business Claim,0,undefined,undefined
222,save claim information for verification:claim information,Business Claim,0,undefined,undefined
223,display claims requests:claim information,Business Claim,0,undefined,undefined
224,claim page:save claim information for verification,Business Claim,0,undefined,undefined
225,display claim page:claim page,Business Claim,0,undefined,undefined
226,display claims requests:list of claims,Business Claim,0,undefined,undefined
227,load claims button:display claims requests,Business Claim,0,undefined,undefined
228,save the approval status of claim:remove claim information,Business Claim,0,undefined,undefined
229,stl#Admin:list of claims,Business Claim,0,undefined,undefined
230,stl#Admin:Claim Detail,Business Claim,0,undefined,undefined
231,stl#Admin:load claims button,Business Claim,0,undefined,undefined
232,stl#User:Claim button,Business Claim,0,undefined,undefined
233,stl#User:claim page,Business Claim,0,undefined,undefined
234,Admin:Registration Detail,Business Owner Registration,0,undefined,undefined
235,Admin:registration button,Business Owner Registration,0,undefined,undefined
236,Admin:list of registrations,Business Owner Registration,0,undefined,undefined
237,User:registration page,Business Owner Registration,0,undefined,undefined
238,User:Register button,Business Owner Registration,0,undefined,undefined
239,Query registration detail:registration information,Business Owner Registration,0,undefined,undefined
240,Query registration detail:Registration Detail,Business Owner Registration,0,undefined,undefined
241,list of registrations:Query registration detail,Business Owner Registration,0,undefined,undefined
242,Register button:display registration page,Business Owner Registration,0,undefined,undefined
243,Registration Detail:save the approval status of registration,Business Owner Registration,0,undefined,undefined
244,display registratiion requests:list of registrations,Business Owner Registration,0,undefined,undefined
245,display registratiion requests:registration information,Business Owner Registration,0,undefined,undefined
246,registration button:display registratiion requests,Business Owner Registration,0,undefined,undefined
247,display registration page:registration page,Business Owner Registration,0,undefined,undefined
248,redirect to search panel:registration page,Business Owner Registration,0,undefined,undefined
249,registration button:redirect to search panel,Business Owner Registration,0,undefined,undefined
250,save information for verification:registration information,Business Owner Registration,0,undefined,undefined
251,save the approval status of registration:registration information,Business Owner Registration,0,undefined,undefined
252,registration page:save information for verification,Business Owner Registration,0,undefined,undefined
253,stl#Admin:Registration Detail,Business Owner Registration,0,undefined,undefined
254,stl#Admin:registration button,Business Owner Registration,0,undefined,undefined
255,stl#Admin:list of registrations,Business Owner Registration,0,undefined,undefined
256,stl#User:registration page,Business Owner Registration,0,undefined,undefined
257,stl#User:Register button,Business Owner Registration,0,undefined,undefined
258,User:Home page,Search Business,0,undefined,undefined
259,User:No result found message,Search Business,0,undefined,undefined
260,User:business list,Search Business,0,undefined,undefined
261,User:operation selection panel,Search Business,0,undefined,undefined
262,Home page:display selection panel,Search Business,0,undefined,undefined
263,No result found message:redirect to search panel,Search Business,0,undefined,undefined
264,Query business by options:No result found message,Search Business,0,undefined,undefined
265,Query business by options:business,Search Business,0,undefined,undefined
266,Query business by options:business list,Search Business,0,undefined,undefined
267,operation selection panel:Query business by options,Search Business,0,undefined,undefined
268,Query business information:business,Search Business,0,undefined,undefined
269,business list:Query business information,Search Business,0,undefined,undefined
270,display selection panel:operation selection panel,Search Business,0,undefined,undefined
271,redirect to search panel:operation selection panel,Search Business,0,undefined,undefined
272,stl#User:Home page,Search Business,0,undefined,undefined
273,stl#User:No result found message,Search Business,0,undefined,undefined
274,stl#User:business list,Search Business,0,undefined,undefined
275,stl#User:operation selection panel,Search Business,0,undefined,undefined
276,Admin:create a response button,Submit questions and responses,0,undefined,undefined
277,Admin:create a response page,Submit questions and responses,0,undefined,undefined
278,Admin:load questions button,Submit questions and responses,0,undefined,undefined
279,Client:create a response page,Submit questions and responses,0,undefined,undefined
280,Client:create a response button,Submit questions and responses,0,undefined,undefined
281,Client:load questions button,Submit questions and responses,0,undefined,undefined
282,User:question form,Submit questions and responses,0,undefined,undefined
283,User:Ask a question button,Submit questions and responses,0,undefined,undefined
284,Ask a question button:display ask a question form,Submit questions and responses,0,undefined,undefined
285,Send notification:notification,Submit questions and responses,0,undefined,undefined
286,check if the question is already answered:Send notification,Submit questions and responses,0,undefined,undefined
287,check if the question is already answered:response,Submit questions and responses,0,undefined,undefined
288,check if the question is already answered:display create a response page,Submit questions and responses,0,undefined,undefined
289,create a response button:check if the question is already answered,Submit questions and responses,0,undefined,undefined
290,load questions:create a response button,Submit questions and responses,0,undefined,undefined
291,create a response page:save the response to db,Submit questions and responses,0,undefined,undefined
292,display create a response page:create a response page,Submit questions and responses,0,undefined,undefined
293,display ask a question form:question form,Submit questions and responses,0,undefined,undefined
294,load questions:questions,Submit questions and responses,0,undefined,undefined
295,load questions button:load questions,Submit questions and responses,0,undefined,undefined
296,question form:save questions,Submit questions and responses,0,undefined,undefined
297,save questions:questions,Submit questions and responses,0,undefined,undefined
298,save the response to db:response,Submit questions and responses,0,undefined,undefined
299,stl#Admin:create a response button,Submit questions and responses,0,undefined,undefined
300,stl#Admin:create a response page,Submit questions and responses,0,undefined,undefined
301,stl#Admin:load questions button,Submit questions and responses,0,undefined,undefined
302,stl#Client:create a response page,Submit questions and responses,0,undefined,undefined
303,stl#Client:create a response button,Submit questions and responses,0,undefined,undefined
304,stl#Client:load questions button,Submit questions and responses,0,undefined,undefined
305,stl#User:question form,Submit questions and responses,0,undefined,undefined
306,stl#User:Ask a question button,Submit questions and responses,0,undefined,undefined
307,Admin:added business button,Travel Tipping Guides,0,undefined,undefined
308,Admin:business list,Travel Tipping Guides,0,undefined,undefined
309,Admin:business info,Travel Tipping Guides,0,undefined,undefined
310,User:Tipping guide page,Travel Tipping Guides,0,undefined,undefined
311,User:traverl tipping guides button,Travel Tipping Guides,0,undefined,undefined
312,Tipping guide page:search for relevant information online,Travel Tipping Guides,0,undefined,undefined
313,display Tipping Guide Page:Tipping guide page,Travel Tipping Guides,0,undefined,undefined
314,display added business page:business,Travel Tipping Guides,0,undefined,undefined
315,search for relevant information online:business,Travel Tipping Guides,0,undefined,undefined
316,query information for a specific business:business,Travel Tipping Guides,0,undefined,undefined
317,save the approval status of the business:business,Travel Tipping Guides,0,undefined,undefined
318,business info:save the approval status of the business,Travel Tipping Guides,0,undefined,undefined
319,query information for a specific business:business info,Travel Tipping Guides,0,undefined,undefined
320,business list:query information for a specific business,Travel Tipping Guides,0,undefined,undefined
321,traverl tipping guides button:display Tipping Guide Page,Travel Tipping Guides,0,undefined,undefined
322,display added business page:pdf file,Travel Tipping Guides,0,undefined,undefined
323,search for relevant information online:display added business page,Travel Tipping Guides,0,undefined,undefined
324,stl#Admin:added business button,Travel Tipping Guides,0,undefined,undefined
325,stl#Admin:business list,Travel Tipping Guides,0,undefined,undefined
326,stl#Admin:business info,Travel Tipping Guides,0,undefined,undefined
327,stl#User:Tipping guide page,Travel Tipping Guides,0,undefined,undefined
328,stl#User:traverl tipping guides button,Travel Tipping Guides,0,undefined,undefined
329,User:tip calculator page,Use Tip Calculator,0,undefined,undefined
330,User:tip calculator  button,Use Tip Calculator,0,undefined,undefined
331,calculate tips based on input info:display added business page,Use Tip Calculator,0,undefined,undefined
332,tip calculator page:calculate tips based on input info,Use Tip Calculator,0,undefined,undefined
333,display added business page:pdf file,Use Tip Calculator,0,undefined,undefined
334,display tip calculator page:tip calculator page,Use Tip Calculator,0,undefined,undefined
335,tip calculator  button:display tip calculator page,Use Tip Calculator,0,undefined,undefined
336,stl#User:tip calculator page,Use Tip Calculator,0,undefined,undefined
337,stl#User:tip calculator  button,Use Tip Calculator,0,undefined,undefined
338,Admin:comment list,User comments and moderation,0,undefined,undefined
339,Admin:load comment button,User comments and moderation,0,undefined,undefined
340,Admin:comment detail,User comments and moderation,0,undefined,undefined
341,User:tip calculator page,User comments and moderation,0,undefined,undefined
342,User:tip calculator  button,User comments and moderation,0,undefined,undefined
343,User:comment panel,User comments and moderation,0,undefined,undefined
344,User:comment section button,User comments and moderation,0,undefined,undefined
345,query business information:business information,User comments and moderation,0,undefined,undefined
346,tip calculator page:calculate tips based on input info,User comments and moderation,0,undefined,undefined
347,display comment detail:comment,User comments and moderation,0,undefined,undefined
348,save comment to db:comment,User comments and moderation,0,undefined,undefined
349,load comments:comment,User comments and moderation,0,undefined,undefined
350,remove comment:comment,User comments and moderation,0,undefined,undefined
351,save approval status of comment:comment,User comments and moderation,0,undefined,undefined
352,comment detail:save approval status of comment,User comments and moderation,0,undefined,undefined
353,display comment detail:comment detail,User comments and moderation,0,undefined,undefined
354,comment list:display comment detail,User comments and moderation,0,undefined,undefined
355,load comments:comment list,User comments and moderation,0,undefined,undefined
356,comment panel:save comment to db,User comments and moderation,0,undefined,undefined
357,query business information:comment panel,User comments and moderation,0,undefined,undefined
358,comment section button:display comment section,User comments and moderation,0,undefined,undefined
359,display comment section:query business information,User comments and moderation,0,undefined,undefined
360,display tip calculator page:tip calculator page,User comments and moderation,0,undefined,undefined
361,tip calculator  button:display tip calculator page,User comments and moderation,0,undefined,undefined
362,load comment button:load comments,User comments and moderation,0,undefined,undefined
363,save approval status of comment:remove comment,User comments and moderation,0,undefined,undefined
364,stl#Admin:comment list,User comments and moderation,0,undefined,undefined
365,stl#Admin:load comment button,User comments and moderation,0,undefined,undefined
366,stl#Admin:comment detail,User comments and moderation,0,undefined,undefined
367,stl#User:tip calculator page,User comments and moderation,0,undefined,undefined
368,stl#User:tip calculator  button,User comments and moderation,0,undefined,undefined
369,stl#User:comment panel,User comments and moderation,0,undefined,undefined
370,stl#User:comment section button,User comments and moderation,0,undefined,undefined
