id,element,useCase,type,component
1,User:Click Continue button,Take scenario team quiz,control,loadsCommunicationTechnique
2,User:reads scenario memo,Take scenario team quiz,control,readsscenariomemo
3,User:clicks next,Take scenario team quiz,boundary,clicksnext
4,User:reads question,Take scenario team quiz,control,loadsCommunicationTechnique
5,User:clicks on radio buttons of answers,Take scenario team quiz,boundary,clicksnext
6,User:clicks continue button,Take scenario team quiz,boundary,clicksnext
7,User:Click Select another scenario button,Take scenario team quiz,control,readsscenariomemo
8,User:give their responses,Take scenario team quiz,boundary,givetheirresponses
9,User:read task,Take scenario team quiz,control,readsscenariomemo
10,Answers from page stored as cookie:loads response statistics page,Take scenario team quiz,boundary,givetheirresponses
11,clicks next:Answers from page stored as cookie,Take scenario team quiz,control,Answersfrompagestoredascookie
12,reads question:Answers from page stored as cookie,Take scenario team quiz,control,Answersfrompagestoredascookie
13,reads scenario memo:Answers from page stored as cookie,Take scenario team quiz,control,Answersfrompagestoredascookie
14,clicks continue button:Answers from page stored as cookie,Take scenario team quiz,control,Answersfrompagestoredascookie
15,clicks on radio buttons of answers:Answers from page stored as cookie,Take scenario team quiz,control,Answersfrompagestoredascookie
16,Answers submitted to system:Scenario list loaded,Take scenario team quiz,control,readsscenariomemo
17,read task:Answers submitted to system,Take scenario team quiz,control,Answersfrompagestoredascookie
18,give their responses:Answers submitted to system,Take scenario team quiz,control,Answersfrompagestoredascookie
19,loads Communication Technique:Answers submitted to system,Take scenario team quiz,control,Answersfrompagestoredascookie
20,Click Select another scenario button:Answers submitted to system,Take scenario team quiz,control,Answersfrompagestoredascookie
21,Click Continue button:loads response statistics page,Take scenario team quiz,boundary,givetheirresponses
22,loads response statistics page:loads Communication Technique,Take scenario team quiz,control,loadsCommunicationTechnique
23,stl#User:Click Continue button,Take scenario team quiz,Stimulus,undefined
24,stl#User:reads scenario memo,Take scenario team quiz,Stimulus,undefined
25,stl#User:clicks next,Take scenario team quiz,Stimulus,undefined
26,stl#User:reads question,Take scenario team quiz,Stimulus,undefined
27,stl#User:clicks on radio buttons of answers,Take scenario team quiz,Stimulus,undefined
28,stl#User:clicks continue button,Take scenario team quiz,Stimulus,undefined
29,stl#User:Click Select another scenario button,Take scenario team quiz,Stimulus,undefined
30,stl#User:give their responses,Take scenario team quiz,Stimulus,undefined
31,stl#User:read task,Take scenario team quiz,Stimulus,undefined
