id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:Sign up Screen,Create Account,0,undefined,undefined
2,Display pop-up "Password do not match" on Sign up Screen:Account,Create Account,0,undefined,undefined
3,Display pop-up "Password do not match" on Sign up Screen:Sign up Screen,Create Account,0,undefined,undefined
4,Display pop-up "invalid Useername or Username is already in use" on Sign Up Screen:Sign up Screen,Create Account,0,undefined,undefined
5,verify username:Display pop-up "invalid Useername or Username is already in use" on Sign Up Screen,Create Account,0,undefined,undefined
6,Display pop-up "invalid email or email is already in use" on Sign Up Screen:Sign up Screen,Create Account,0,undefined,undefined
7,verify email:Display pop-up "invalid email or email is already in use" on Sign Up Screen,Create Account,0,undefined,undefined
8,Display pop-up "invalid password" on Sign Up Screen:Sign up Screen,Create Account,0,undefined,undefined
9,verify password:Display pop-up "invalid password" on Sign Up Screen,Create Account,0,undefined,undefined
10,Sign up Screen:verify email,Create Account,0,undefined,undefined
11,User:Sign up Screen,Create Account,0,undefined,undefined
12,verify username:User Collection,Create Account,0,undefined,undefined
13,verify password:verify confirm password,Create Account,0,undefined,undefined
14,verify email:verify username,Create Account,0,undefined,undefined
15,verify username:verify password,Create Account,0,undefined,undefined
16,stl#Actor:Sign up Screen,Create Account,0,undefined,undefined
17,stl#User:Sign up Screen,Create Account,0,undefined,undefined
