id,path,functional,transactional,path_length,diagram,useCase
1,Administrator->Reset security questions->validate role of user->security questions reset page,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
2,Administrator->Reset security questions->validate role of user->role,EI,CTRL|DM|EI,undefined,Reset Security Questions,Reset Security Questions
3,Administrator->Reset security questions->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
4,Administrator->security questions reset page->validate typed in security questions->save updated security questions->case management page,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
5,Administrator->security questions reset page->validate typed in security questions->save updated security questions->Security questions,EI,CTRL|DM|EI,undefined,Reset Security Questions,Reset Security Questions
6,Administrator->security questions reset page->validate typed in security questions->invalid security questions,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
7,Case manager->security questions reset page->validate typed in security questions->save updated security questions->case management page,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
8,Case manager->security questions reset page->validate typed in security questions->save updated security questions->Security questions,EI,CTRL|DM|EI,undefined,Reset Security Questions,Reset Security Questions
9,Case manager->security questions reset page->validate typed in security questions->invalid security questions,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
10,Case manager->Reset security questions->validate role of user->security questions reset page,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
11,Case manager->Reset security questions->validate role of user->role,EI,CTRL|DM|EI,undefined,Reset Security Questions,Reset Security Questions
12,Case manager->Reset security questions->validate role of user->unauthorized error message,EQ,CTRL|INT,undefined,Reset Security Questions,Reset Security Questions
