id,element,useCase,type,outboundDegree,inboundDegree
1,Add Server:Publish offer,Publish Offer,0,undefined,undefined
2,FTSR:offers pages,Publish Offer,0,undefined,undefined
3,FTSR:offer details,Publish Offer,0,undefined,undefined
4,Auto publish reschedule:offer details,Publish Offer,0,undefined,undefined
5,Check validate:Publish offer,Publish Offer,0,undefined,undefined
6,Check validate:Display modify error,Publish Offer,0,undefined,undefined
7,offer details:Check validate,Publish Offer,0,undefined,undefined
8,Retrieve offers:Dispaly Error Msg,Publish Offer,0,undefined,undefined
9,Display offer:Retrieve offers,Publish Offer,0,undefined,undefined
10,Display offer:offer details,Publish Offer,0,undefined,undefined
11,offers pages:Display offer,Publish Offer,0,undefined,undefined
12,Offers:Retrieve offers,Publish Offer,0,undefined,undefined
13,stl#Add Server:Publish offer,Publish Offer,0,undefined,undefined
14,stl#FTSR:offers pages,Publish Offer,0,undefined,undefined
15,stl#FTSR:offer details,Publish Offer,0,undefined,undefined
