id,element,useCase,type,component
1,User:list of document page,View JEP Document,entity,HomePage PA
2,User:select directory and file name dialog,View JEP Document,boundary,$help://usecasediagram.htm
3,User:records of the student page,View JEP Document,entity,MessageController
4,User:"My Documents" link,View JEP Document,boundary,viewlink
5,"My Documents" link:Verify the existence of documents,View JEP Document,boundary,emptyannouncementform
6,Verify the existence of documents:records of the student page,View JEP Document,entity,MessageController
7,Verify the existence of documents:documents,View JEP Document,boundary,emptyannouncementform
8,Verify the existence of documents:list of document page,View JEP Document,entity,HomePage PA
9,download documents to local machine:local storage,View JEP Document,entity,HomePage PA
10,download documents to local machine:select directory and file name dialog,View JEP Document,boundary,$help://usecasediagram.htm
11,records of the student page:download documents to local machine,View JEP Document,boundary,adduserintodb
12,list of document page:download documents to local machine,View JEP Document,boundary,adduserintodb
13,stl#User:list of document page,View JEP Document,Stimulus,undefined
14,stl#User:select directory and file name dialog,View JEP Document,Stimulus,undefined
15,stl#User:records of the student page,View JEP Document,Stimulus,undefined
16,stl#User:"My Documents" link,View JEP Document,Stimulus,undefined
