id,element,useCase,type,component
1,User:"Account Management" Page,view marketing director accounts,boundary,MicroWebsiteManagementPage
2,User:list of director account records,view marketing director accounts,boundary,createaccountbutton
3,User:View Market Director Accounts Page,view marketing director accounts,boundary,createaccountbutton
4,User:not exist or invlide username.,view marketing director accounts,control,pdfformatisnotvalidmessage
5,User:Confirmation box,view marketing director accounts,control,PopupConfirmationbox
6,"Account Management" Page:REtrieve a list of marketing director account records,view marketing director accounts,boundary,createaccountbutton
7,REtrieve a list of marketing director account records:"Account Management" Page,view marketing director accounts,boundary,MicroWebsiteManagementPage
8,Cancel:View Market Director Accounts Page,view marketing director accounts,boundary,createaccountbutton
9,Confirmation box:Cancel,view marketing director accounts,control,Cancel
10,Check user exist or invalid username:not exist or invlide username.,view marketing director accounts,control,pdfformatisnotvalidmessage
11,Check user exist or invalid username:Redirect to view market director accounts page,view marketing director accounts,boundary,createaccountbutton
12,Popup Confirmation box:Check user exist or invalid username,view marketing director accounts,control,pdfformatisnotvalidmessage
13,Confirmation box:Check user exist or invalid username,view marketing director accounts,control,pdfformatisnotvalidmessage
14,Popup Confirmation box:Confirmation box,view marketing director accounts,control,PopupConfirmationbox
15,list of director account records:Popup Confirmation box,view marketing director accounts,control,PopupConfirmationbox
16,REtrieve a list of marketing director account records:director accounts db,view marketing director accounts,boundary,createaccountbutton
17,REtrieve a list of marketing director account records:list of director account records,view marketing director accounts,boundary,createaccountbutton
18,Redirect to view market director accounts page:View Market Director Accounts Page,view marketing director accounts,boundary,createaccountbutton
19,stl#User:"Account Management" Page,view marketing director accounts,Stimulus,undefined
20,stl#User:list of director account records,view marketing director accounts,Stimulus,undefined
21,stl#User:View Market Director Accounts Page,view marketing director accounts,Stimulus,undefined
22,stl#User:not exist or invlide username.,view marketing director accounts,Stimulus,undefined
23,stl#User:Confirmation box,view marketing director accounts,Stimulus,undefined
