id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,Board ,0,0,17,0,0,0
2,Bomb,0,0,0,0,0,0
3,Item,0,0,0,0,0,0
4,User,0,0,0,0,0,0
5,Game Engine,0,0,0,0,0,0
6,Game History,0,0,0,0,0,0
7,LeaderBoard,0,0,0,0,0,0
8,Points,0,0,0,0,0,0
9,Prize,0,0,0,0,0,0
10,User Profile,0,0,0,0,0,0
11,System Boundary,0,0,0,0,0,0
