NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,SWTI,SWTII,SWTIII
1,src,83,192,0,114,0,0,0,0,0,0,0,83,0,0,0,83,2.602409638554217,11.766917293233083,1.6024096385542168,4.759036144578313,30.62233897998007,0,0,318,83,84.22839999999992,232.49629999999974,204.10600000000017
