NUM,DM,Attribute_Num,Operation_Num,Class_Num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,DET,RET,ILF,EIF,NOET,NOAAE,NORT,NEM,NSR, NOA,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCA,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT
1,domain_model,27,62,25,25,0,0,0,0,2,0,0,0,0,8,2.48,1.08,0.08,0,0,0,0,3.599999999999999,0,27,25,208,0,0,27,0,0,0,0,3.599999999999999,2.48,0,0,0,0,0,0,0,0,25,0.14399999999999996,0,0,25,0,0,0,62,2,27,0,2.48,0.08,1.08,0,0,25,1.08,0,0,0,2.48,0.08,62
