id,element,useCase,type,component
1,User:List of gateways,Delete gateway,entity,gateways
2,User:Error when deleting gateway,Delete gateway,control,Errormessagewhenupdating
3,User:delete gateway confirm dialog,Delete gateway,entity,gateways
4,Error when deleting gateway:Display error message when deleting,Delete gateway,control,Errormessagewhenupdating
5,delete gateway from db:Display error message when deleting,Delete gateway,control,Errormessagewhenupdating
6,List of gateways:delete confirm dialog,Delete gateway,boundary,deleteconfirmdialog
7,delete confirm dialog:gateways,Delete gateway,entity,gateways
8,delete confirm dialog:delete gateway confirm dialog,Delete gateway,boundary,deleteconfirmdialog
9,delete gateway confirm dialog:delete gateway from db,Delete gateway,entity,gateways
10,delete gateway from db:gateways,Delete gateway,entity,gateways
11,stl#User:List of gateways,Delete gateway,Stimulus,undefined
12,stl#User:Error when deleting gateway,Delete gateway,Stimulus,undefined
13,stl#User:delete gateway confirm dialog,Delete gateway,Stimulus,undefined
