id,element,useCase,type,component
1,User:Click ��unshipped orders��	,UC13: Check Information,boundary,Order
2,User:Homepage,UC13: Check Information,control,Homepage
3,User:Input new information about the product and click Create.,UC13: Check Information,control,Medical Create Form
4,User:Vendor click Create button ,UC13: Check Information,control,Medical Create Form
5,User:Homepage,UC13: Check Information,control,Homepage
6,Click ��unshipped orders��	:Redirect to main page with a list of unshipped orders,UC13: Check Information,control,Redirecttomainpagewithalistofproductmatchestheresult
7,Redirect to main page with a list of unshipped orders:Homepage,UC13: Check Information,control,Homepage
8,and send a dialog ��Create success":Homepage,UC13: Check Information,control,Homepage
9,Input new information about the product and click Create.:Update the new information in product page ,UC13: Check Information,control,Redirecttomainpagewithalistofproductmatchestheresult
10,Redirect vendor to the product Create page.:Update the new information in product page ,UC13: Check Information,control,Redirecttomainpagewithalistofproductmatchestheresult
11,Vendor click Create button :Redirect vendor to the product Create page.,UC13: Check Information,control,Redirecttomainpagewithalistofproductmatchestheresult
12,Update the new information in product page :and send a dialog ��Create success",UC13: Check Information,control,Medical Create Form
13,and send a dialog ��Create success":product db,UC13: Check Information,entity,Buyer Profile
14,stl#User:Click ��unshipped orders��	,UC13: Check Information,Stimulus,undefined
15,stl#User:Homepage,UC13: Check Information,Stimulus,undefined
16,stl#User:Input new information about the product and click Create.,UC13: Check Information,Stimulus,undefined
17,stl#User:Vendor click Create button ,UC13: Check Information,Stimulus,undefined
18,stl#User:Homepage,UC13: Check Information,Stimulus,undefined
