id,element,useCase,type,component
1,User:show "successfully input" message,Sign in sheet,boundary,successmessage
2,User:search results list,Sign in sheet,boundary,searchresultslist
3,User:Student info page,Sign in sheet,entity,Studentinfopage
4,Student info page:save student info,Sign in sheet,entity,Studentinfopage
5,save student info:show "successfully input" message,Sign in sheet,boundary,successmessage
6,save student info:student info,Sign in sheet,entity,Studentinfopage
7,save student info:search results list,Sign in sheet,boundary,searchresultslist
8,stl#User:show "successfully input" message,Sign in sheet,Stimulus,undefined
9,stl#User:search results list,Sign in sheet,Stimulus,undefined
10,stl#User:Student info page,Sign in sheet,Stimulus,undefined
