id,path,transactional,path_length,diagram,useCase
1,Administrator->meeting publish button->publish meeting->meeting,CTRL,4,Send notification,Send notification
2,Administrator->meeting publish button->publish meeting->meeting,DM,4,Send notification,Send notification
3,Administrator->meeting publish button->publish meeting->meeting,EI,4,Send notification,Send notification
4,Administrator->meeting publish button->publish meeting->send notification->notification,CTRL,5,Send notification,Send notification
5,Administrator->meeting publish button->publish meeting->send notification->notification,DM,5,Send notification,Send notification
6,Administrator->meeting publish button->publish meeting->send notification->notification,EI,5,Send notification,Send notification
7,User->Task list with comment box->add comment->send notification->notification,CTRL,5,Send notification,Send notification
8,User->Task list with comment box->add comment->send notification->notification,DM,5,Send notification,Send notification
9,User->Task list with comment box->add comment->send notification->notification,EI,5,Send notification,Send notification
10,User->Task list with comment box->add comment->comment,CTRL,4,Send notification,Send notification
11,User->Task list with comment box->add comment->comment,DM,4,Send notification,Send notification
12,User->Task list with comment box->add comment->comment,EI,4,Send notification,Send notification
