id,element,useCase,type,outboundDegree,inboundDegree
1,Ad server:Coupon Retrieve Page,Receive Coupon - Android,0,undefined,undefined
2,Employee:check internet,Receive Coupon - Android,0,undefined,undefined
3,Employee:Check GPS,Receive Coupon - Android,0,undefined,undefined
4,Employee:Coupon Notification Popup Window,Receive Coupon - Android,0,undefined,undefined
5,Invoke:Billing partner,Receive Coupon - Android,0,undefined,undefined
6,Coupon Notification Popup Window:Cancel,Receive Coupon - Android,0,undefined,undefined
7,Check GPS:GPS not work page,Receive Coupon - Android,0,undefined,undefined
8,Check GPS:Geo fence,Receive Coupon - Android,0,undefined,undefined
9,Coupon Notification Popup Window:Save it later,Receive Coupon - Android,0,undefined,undefined
10,Coupon Notification Popup Window:Redeem,Receive Coupon - Android,0,undefined,undefined
11,Geo fence:Coupon Notification Popup Window,Receive Coupon - Android,0,undefined,undefined
12,Retrieve specific partner's coupon information:Coupon Notification Popup Window,Receive Coupon - Android,0,undefined,undefined
13,check internet:Coupon Notification Popup Window,Receive Coupon - Android,0,undefined,undefined
14,Coupon Retrieve Page:Retrieve specific partner's coupon information,Receive Coupon - Android,0,undefined,undefined
15,check internet:Fail to connect internet page,Receive Coupon - Android,0,undefined,undefined
16,Geo fence:retrieve data from account,Receive Coupon - Android,0,undefined,undefined
17,Geo fence:Invoke,Receive Coupon - Android,0,undefined,undefined
18,check internet:Geo fence,Receive Coupon - Android,0,undefined,undefined
19,retrieve data from account:Geo fence,Receive Coupon - Android,0,undefined,undefined
20,Invoke:Logging transaction,Receive Coupon - Android,0,undefined,undefined
21,Invoke:Notifying partner,Receive Coupon - Android,0,undefined,undefined
22,Invoke:Validating redemption password,Receive Coupon - Android,0,undefined,undefined
23,Save it later:Local coupon database,Receive Coupon - Android,0,undefined,undefined
24,Retrieve specific partner's coupon information:Server Partner - coupon database,Receive Coupon - Android,0,undefined,undefined
25,retrieve data from account:account,Receive Coupon - Android,0,undefined,undefined
26,stl#Ad server:Coupon Retrieve Page,Receive Coupon - Android,0,undefined,undefined
27,stl#Employee:check internet,Receive Coupon - Android,0,undefined,undefined
28,stl#Employee:Check GPS,Receive Coupon - Android,0,undefined,undefined
29,stl#Employee:Coupon Notification Popup Window,Receive Coupon - Android,0,undefined,undefined
