id,element,useCase,type,component
1,User:marks the user as either qualified unqualified or processing,Edit Application Status,boundary,markstheuseraseitherqualifiedunqualifiedorprocessing
2,User:Homepage,Edit Application Status,boundary,Login Page
3,User:select the appropriate posting and view  profile,Edit Application Status,control,Update User Profile Page
4,User:Homepage,Edit Application Status,boundary,Login Page
5,User:Edit Application Status Page,Edit Application Status,boundary,Review Application Page
6,Show confirmation page:Application db,Edit Application Status,control,Online Application
7,Edit Application Status Page:Edit Applications information,Edit Application Status,control,Online Application
8,Show confirmation page:Edit Application Status Page,Edit Application Status,boundary,Review Application Page
9,Edit Applications information:Show confirmation page,Edit Application Status,control,Online application page
10,modifies the Applicant profile to reflect User's change:Homepage,Edit Application Status,boundary,Login Page
11,Show confirmation page:Homepage,Edit Application Status,boundary,Login Page
12,marks the user as either qualified unqualified or processing:returns the correct applicant,Edit Application Status,control,Review application controller
13,returns the correct applicant:modifies the Applicant profile to reflect User's change,Edit Application Status,control,Review application controller
14,select the appropriate posting and view  profile:returns the correct applicant,Edit Application Status,control,Review application controller
15,stl#User:marks the user as either qualified unqualified or processing,Edit Application Status,Stimulus,undefined
16,stl#User:Homepage,Edit Application Status,Stimulus,undefined
17,stl#User:select the appropriate posting and view  profile,Edit Application Status,Stimulus,undefined
18,stl#User:Homepage,Edit Application Status,Stimulus,undefined
19,stl#User:Edit Application Status Page,Edit Application Status,Stimulus,undefined
