id,element,useCase,type,component
1,Manager:list of agents with status,Monitor Agents,boundary,connecttoTwilioAPIforagentscall
2,Manager:view agent activites button,Monitor Agents,boundary,connecttoTwilioAPIforagentscall
3,Manager:softphone screen,Monitor Agents,control,softphonescreen
4,connect to Twilio API for agent's call:Twilio API,Monitor Agents,boundary,connecttoTwilioAPIforagentscall
5,query agent:agent,Monitor Agents,entity,loginpage
6,connect to Twilio API for agent's call:softphone screen,Monitor Agents,control,softphonescreen
7,list of agents with status:connect to Twilio API for agent's call,Monitor Agents,boundary,connecttoTwilioAPIforagentscall
8,query agent:list of agents with status,Monitor Agents,boundary,connecttoTwilioAPIforagentscall
9,view agent activites button:query agent,Monitor Agents,entity,loginpage
10,stl#Manager:list of agents with status,Monitor Agents,Stimulus,undefined
11,stl#Manager:view agent activites button,Monitor Agents,Stimulus,undefined
12,stl#Manager:softphone screen,Monitor Agents,Stimulus,undefined
