id, element_name, attribute_num,operation_num
EAID_CAF79B08_9104_45ef_A305_6E936A436688,Domain Model,0,0,0
EAID_610DC0CD_859E_40cc_A541_1BA1EE67B2B1,Domain Objects,0,0,7
