id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,calculateresponsestatistics,undefined,undefined,undefined,undefined,undefined,undefined
2,Emptycompletemessage,undefined,undefined,undefined,undefined,undefined,undefined
3,userinterface,undefined,undefined,undefined,undefined,undefined,undefined
4,LogoutButton,undefined,undefined,undefined,undefined,undefined,undefined
5,frontpage,undefined,undefined,undefined,undefined,undefined,undefined
6,clearlocalcache,undefined,undefined,undefined,undefined,undefined,undefined
7,CookieExpirationError,undefined,undefined,undefined,undefined,undefined,undefined
