id,path,transactional,path_length,diagram,useCase
1,Administrator->Transaction Log Page->Display transactions->Display pritner failure message->System message page,CTRL,5,View Transaction Log,View Transaction Log
2,Administrator->Transaction Log Page->Display transactions->Display pritner failure message->System message page,INT,5,View Transaction Log,View Transaction Log
3,Administrator->Transaction Log Page->Display transactions->Retrieve transactions->Transaction DB,CTRL,5,View Transaction Log,View Transaction Log
4,Administrator->Transaction Log Page->Display transactions->Retrieve transactions->Transaction DB,DM,5,View Transaction Log,View Transaction Log
5,Administrator->Transaction Log Page->Display transactions->Retrieve transactions->Transaction DB,EI,5,View Transaction Log,View Transaction Log
6,Administrator->Transaction Log Page->Display transactions->Direct to modify->Transaction DB,CTRL,5,View Transaction Log,View Transaction Log
7,Administrator->Transaction Log Page->Display transactions->Direct to modify->Transaction DB,DM,5,View Transaction Log,View Transaction Log
8,Administrator->Transaction Log Page->Display transactions->Direct to modify->Transaction DB,EI,5,View Transaction Log,View Transaction Log
9,Administrator->Transaction Log Page->Display transactions->Direct to modify->Dispute Redemption Page,CTRL,5,View Transaction Log,View Transaction Log
10,Administrator->Transaction Log Page->Display transactions->Direct to modify->Dispute Redemption Page,INT,5,View Transaction Log,View Transaction Log
11,Administrator->Transaction Log Page->Display transactions->Retrieve selected transactions->Transaction DB,CTRL,5,View Transaction Log,View Transaction Log
12,Administrator->Transaction Log Page->Display transactions->Retrieve selected transactions->Transaction DB,DM,5,View Transaction Log,View Transaction Log
13,Administrator->Transaction Log Page->Display transactions->Retrieve selected transactions->Transaction DB,EI,5,View Transaction Log,View Transaction Log
14,Administrator->Transaction Log Page->Display transactions->Display no transactions message->System message page,CTRL,5,View Transaction Log,View Transaction Log
15,Administrator->Transaction Log Page->Display transactions->Display no transactions message->System message page,INT,5,View Transaction Log,View Transaction Log
16,Administrator->Transaction Log Page->Display transactions->Retrieve and print->Transaction DB,CTRL,5,View Transaction Log,View Transaction Log
17,Administrator->Transaction Log Page->Display transactions->Retrieve and print->Transaction DB,DM,5,View Transaction Log,View Transaction Log
18,Administrator->Transaction Log Page->Display transactions->Retrieve and print->Transaction DB,EI,5,View Transaction Log,View Transaction Log
19,Administrator->Transaction Log Page->Display transactions->Display connection error message->System message page,CTRL,5,View Transaction Log,View Transaction Log
20,Administrator->Transaction Log Page->Display transactions->Display connection error message->System message page,INT,5,View Transaction Log,View Transaction Log
21,Administrator->Transaction Log Page->Display connection error message->System message page,CTRL,4,View Transaction Log,View Transaction Log
22,Administrator->Transaction Log Page->Display connection error message->System message page,INT,4,View Transaction Log,View Transaction Log
