id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Map view->Update the Database with all values->Achivements,EI,CTRL|DM|EI,4,undefined,1,1,1,Update Database,Update Database
2,User->Map view->Update the Database with all values->User Master,EI,CTRL|DM|EI,4,undefined,1,1,1,Update Database,Update Database
3,User->Map view->Update the Database with all values->Battle,EI,CTRL|DM|EI,4,undefined,1,1,1,Update Database,Update Database
