id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Update the Database with all values,control,3,1,Update Database,Update Database,
2,Battle,entity,0,1,Update Database,Update Database,
3,User Master,entity,0,1,Update Database,Update Database,
4,Achivements,entity,0,1,Update Database,Update Database,
5,Map view,boundary,1,1,Update Database,Update Database,
6,User,actor,1,0,Update Database,Update Database,
