id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Display not found page,control,1,1,Contact us,Contact us,
2,Not found page,boundary,0,2,Contact us,Contact us,
3,Admin,actor,0,1,Contact us,Contact us,
4,Display customer complain notification,control,1,1,Contact us,Contact us,
5,Customer,entity,0,1,Contact us,Contact us,
6,Customer complain Notification,entity,0,1,Contact us,Contact us,
7,Admin gets the message,boundary,1,1,Contact us,Contact us,
8,Home page,boundary,1,1,Contact us,Contact us,
9,Display,control,1,1,Contact us,Contact us,
10,Contact Admin,control,2,2,Contact us,Contact us,
11,Validate,control,5,1,Contact us,Contact us,
12,successfully submitted page,boundary,0,2,Contact us,Contact us,
13,E-coupon,entity,0,1,Contact us,Contact us,
14,Successfully submitted,control,3,1,Contact us,Contact us,
15,Display successful submitted page,control,1,1,Contact us,Contact us,
16,Display contact us page,control,1,1,Contact us,Contact us,
17,ContactUs page,boundary,1,3,Contact us,Contact us,
18,Partner,actor,4,0,Contact us,Contact us,
