NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add Free Speech,4,9,0,3,2,0,1,0,0,1,0,1,0,1,3,1,17,4.230769230769231,13,2,71.92307692307692,4,0,12,4,4,3,3.3000000000000003,8.700000000000001,0,1,4.0592,9.3188,6.3582
2,Add Goals,8,18,0,3,2,1,0,0,0,2,0,2,0,2,6,2,17.5,6.925925925925926,13.5,1,121.2037037037037,4,5,24,8,7,7,4.640000000000001,6.36,0,0,8.1184,31.7461,19.509900000000002
3,Add Motto,4,9,0,3,1,1,1,0,0,1,0,1,0,1,3,1,18,2.857142857142857,14,5,51.42857142857143,4,5,8,4,3,3,1.33,0.67,2.34,2.66,4.0592,5.4361,4.809699999999999
4,Add members to squad <= 25,6,12,0,3,1,2,0,0,0,2,0,6,0,2,0,6,5,4.791666666666667,4,0.3333333333333333,23.958333333333336,0,5,20,6,5,6,1.33,0.67,0,0,6.0888,21.693500000000004,11.431799999999999
5,Add sacrifices,4,9,0,2,1,1,0,0,0,2,0,4,0,2,0,4,4.25,5.384615384615385,3.25,0.25,22.884615384615387,0,5,12,4,3,4,1.33,0.67,0,0,4.0592,11.1547,8.2052
6,Add tasks in ttBox,6,12,0,4,1,2,1,2,0,3,2,6,0,5,0,6,5.166666666666667,4.04,4.166666666666667,1,20.873333333333335,8,10,8,6,4,4,2.33,0.67,0,2,6.0888,16.177,11.431799999999999
7,Add/Update Status,8,18,0,4,2,1,1,0,0,2,0,2,0,2,6,2,17.5,4.555555555555555,13.5,1.5,79.72222222222221,8,0,24,8,8,6,4.95,13.049999999999999,0,2,8.1184,20.3001,14.5024
8,Edit sacrifices,4,9,0,3,1,1,1,0,0,1,0,1,0,1,3,1,18,2.857142857142857,14,1,51.42857142857143,4,5,8,4,3,3,1.33,0.67,2.34,2.66,4.0592,5.4361,4.8097
9,Edit settings,2,7,0,3,1,2,0,0,0,2,0,2,0,2,0,2,3.5,1.8,2.5,0,6.3,0,5,4,2,1,2,1.33,0.67,0,0,2.0296,2.2497,2.3811
10,Edit tasks from ttBox,24,37,0,5,2,2,1,0,0,3,0,3,0,3,21,3,42.333333333333336,9.533980582524272,34.333333333333336,11.333333333333334,403.60517799352755,46,15,36,24,21,12,7.290000000000001,15.71,11.03,34.97,24.355200000000004,133.8781,76.2082
11,Login,3,8,0,3,1,2,0,0,0,1,0,1,0,1,2,1,13,2.8,10,2,36.4,0,0,12,3,3,3,1.65,3.3500000000000005,0,0,3.0443999999999996,4.3621,3.6429
12,Logout,3,9,0,3,1,2,0,0,0,1,0,1,0,1,2,1,15,3.0833333333333335,12,2,46.25,0,0,12,3,3,3,1.65,3.3500000000000005,0,0,3.0443999999999996,6.198,4.4409
13,Register,4,10,0,5,2,2,1,0,0,1,0,1,0,1,3,1,20,2.25,16,3,45,4,0,12,4,4,3,1.6500000000000001,4.35,0,1,4.0592,7.272,5.6077
14,Search members,4,9,0,3,1,2,0,0,0,2,0,4,0,2,0,4,4.25,3.230769230769231,3.25,0.5,13.730769230769232,0,5,12,4,3,4,1.33,0.67,0,0,4.0592,6.437,4.7622
15,Upload Personal Legend,4,9,0,3,2,1,0,0,0,1,0,1,0,1,3,1,18,3.7142857142857144,14,5,66.85714285714286,0,0,16,4,4,4,3.63,7.370000000000001,0,0,4.0592,8.107,6.4057
16,Upload Theme Song,4,9,0,4,2,2,0,0,0,1,0,1,0,1,3,1,18,2.142857142857143,14,5,38.57142857142857,4,0,12,4,4,3,1.65,4.35,0,0,4.0592,5.4361,4.809699999999999
17,Use Case1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Use Case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,View Tutorial Video,3,8,0,3,2,1,0,0,0,1,0,1,0,1,2,1,13,3,10,3,39,0,0,12,3,3,3,2.64,5.36,0,0,3.0443999999999996,5.2613,3.5953999999999997
20,View report card,4,9,0,4,2,1,1,0,0,1,0,1,0,1,3,1,17,2.3846153846153846,13,2,40.53846153846154,4,0,12,4,4,3,1.6500000000000001,4.35,0,1,4.0592,5.3344,4.7622
