id,element,useCase,type,component
1,Customer:request manager conference button,Request Manager Conference,control,notifycancelrequest
2,Customer:Popup of manager's acceptance,Request Manager Conference,boundary,Manager profile
3,Customer:conference cancel notification,Request Manager Conference,control,notifycancelrequest
4,Manager:connect to ongoing call,Request Manager Conference,control,Call Recordings
5,Manager:popup with request detail of the agent,Request Manager Conference,control,Sales Agent Profile
6,Twilio API:Notify Manager,Request Manager Conference,boundary,Manager profile
7,Twilio API:notify cancel request,Request Manager Conference,control,notifycancelrequest
8,Twilio API:notify acceptance from manager,Request Manager Conference,boundary,Manager profile
9,send conference request:Twilio API,Request Manager Conference,control,TwilioAPI
10,connect to ongoing call:Twilio API,Request Manager Conference,control,TwilioAPI
11,Notify Manager:popup with request detail of the agent,Request Manager Conference,control,Sales Agent Profile
12,Popup of manager's acceptance:autodialing list,Request Manager Conference,entity,1800dialbutton
13,notify acceptance from manager:Popup of manager's acceptance,Request Manager Conference,boundary,Manager profile
14,notify cancel request:conference cancel notification,Request Manager Conference,control,notifycancelrequest
15,request manager conference button:send conference request,Request Manager Conference,control,notifycancelrequest
16,stl#Customer:request manager conference button,Request Manager Conference,Stimulus,undefined
17,stl#Customer:Popup of manager's acceptance,Request Manager Conference,Stimulus,undefined
18,stl#Customer:conference cancel notification,Request Manager Conference,Stimulus,undefined
19,stl#Manager:connect to ongoing call,Request Manager Conference,Stimulus,undefined
20,stl#Manager:popup with request detail of the agent,Request Manager Conference,Stimulus,undefined
21,stl#Twilio API:Notify Manager,Request Manager Conference,Stimulus,undefined
22,stl#Twilio API:notify cancel request,Request Manager Conference,Stimulus,undefined
23,stl#Twilio API:notify acceptance from manager,Request Manager Conference,Stimulus,undefined
