id,path,functional,transactional,path_length,diagram,useCase
1,Business Partner->Coupon Designer->Upload Image->External Image Service,FUNC_NA,CTRL|EXTIVK,undefined,Design Coupon,Design Coupon
2,Business Partner->Coupon Designer->Test,FUNC_NA,TRAN_NA,undefined,Design Coupon,Design Coupon
3,Business Partner->Coupon Designer->Retrieves->Error Message,EQ,CTRL|INT,undefined,Design Coupon,Design Coupon
4,Business Partner->Coupon Designer->Save->Coupon,EI,CTRL|DM|EI,undefined,Design Coupon,Design Coupon
5,Business Partner->Coupon Designer->Edit->Coupon Templates,EI,CTRL|DM|EI,undefined,Design Coupon,Design Coupon
6,Offers->Retrieves->Error Message,FUNC_NA,TRAN_NA,undefined,Design Coupon,Design Coupon
7,Third Party Client->access->Coupon,FUNC_NA,CTRL|EXTCLL|DM|EI,undefined,Design Coupon,Design Coupon
