id,path,transactional,path_length,diagram,useCase
1,Test Coupon->Generate Test Coupon->Partner's Mobile->Open Coupon Page,TRAN_NA,4,Test Coupon,Test Coupon
2,FT->Coupon Page->Redeem Coupon->Coupon Database,CTRL,4,Test Coupon,Test Coupon
3,FT->Coupon Page->Redeem Coupon->Coupon Database,DM,4,Test Coupon,Test Coupon
4,FT->Coupon Page->Redeem Coupon->Coupon Database,EI,4,Test Coupon,Test Coupon
5,FT->Coupon Page->Save coupon for later->Partner's Mobile->Open Coupon Page,TRAN_NA,5,Test Coupon,Test Coupon
6,FT->Coupon Redeemed->Coupon Validator->Coupon Database,CTRL,4,Test Coupon,Test Coupon
7,FT->Coupon Redeemed->Coupon Validator->Coupon Database,DM,4,Test Coupon,Test Coupon
8,FT->Coupon Redeemed->Coupon Validator->Coupon Database,EI,4,Test Coupon,Test Coupon
9,FT->Coupon Invalid->Coupon Validator->Coupon Database,CTRL,4,Test Coupon,Test Coupon
10,FT->Coupon Invalid->Coupon Validator->Coupon Database,DM,4,Test Coupon,Test Coupon
11,FT->Coupon Invalid->Coupon Validator->Coupon Database,EI,4,Test Coupon,Test Coupon
