"0","benchmarkResults <- modelBenchmark(models, modelData)"
"1","[1]"
"1"," ""ucp"""
"1","
"
"1","[1]"
"1"," ""ucp fit"""
"1","
"
"1","[1]"
"1"," ""ucp predict"""
"1","
"
"1","[1]"
"1"," ""fp"""
"1","
"
"1","[1]"
"1"," ""cosmic"""
"1","
"
"1","[1]"
"1"," ""sloc"""
"1","
"
"1","[1]"
"1"," ""ln_sloc"""
"1","
"
"1","[1]"
"1"," ""iter:1"""
"1","
"
"1","[1]"
"1"," ""ucp"""
"1","
"
"1","[1]"
"1"," ""ucp fit"""
"1","
"
"1","[1]"
"1"," ""ucp predict"""
"1","
"
"1","[1]"
"1"," ""ucp predict"""
"1","
"
"1","[1]"
"1"," ""fp"""
"1","
"
"1","[1]"
"1"," ""cosmic"""
"1","
"
"1","[1]"
"1"," ""sloc"""
"1","
"
"1","[1]"
"1"," ""ln_sloc"""
"1","
"
"1","[1]"
"1"," ""iter:2"""
"1","
"
"1","[1]"
"1"," ""ucp"""
"1","
"
"1","[1]"
"1"," ""ucp fit"""
"1","
"
"1","[1]"
"1"," ""ucp predict"""
"1","
"
"1","[1]"
"1"," ""ucp predict"""
"1","
"
"1","[1]"
"1"," ""fp"""
"1","
"
"1","[1]"
"1"," ""cosmic"""
"1","
"
"1","[1]"
"1"," ""sloc"""
"1","
"
"1","[1]"
"1"," ""ln_sloc"""
"1","
"
"1","[1]"
"1"," ""iter:3"""
"1","
"
"1","[1]"
"1"," ""ucp"""
"1","
"
"1","[1]"
"1"," ""ucp fit"""
"1","
"
"1","[1]"
"1"," ""ucp predict"""
"1","
"
"1","[1]"
"1"," ""ucp predict"""
"1","
"
"1","[1]"
"1"," ""fp"""
"1","
"
"1","[1]"
"1"," ""cosmic"""
"1","
"
"1","[1]"
"1"," ""sloc"""
"1","
"
"1","[1]"
"1"," ""ln_sloc"""
"1","
"
"1","[1]"
"1"," ""iter:4"""
"1","
"
"1","[1]"
"1"," ""ucp"""
"1","
"
"1","[1]"
"1"," ""ucp fit"""
"1","
"
"1","[1]"
