id, element_name, attribute_num,operation_num
EAID_98B17B4B_8ECD_4e07_85A3_8FB7F677B352,Domain Model,0,0,0
EAID_E030163F_9C2C_4626_8973_BDB4883363E1,Domain Objects,0,0,10
