id,path,functional,transactional,path_length,diagram,useCase
1,User Agent->login page->check login information->show leads list,EQ,CTRL|INT,undefined,Call customers,Call customers
2,User Agent->login page->check login information->login info,EI,CTRL|DM|EI,undefined,Call customers,Call customers
3,User Agent->show leads list->query leads list->lead,EI,CTRL|DM|EI,undefined,Call customers,Call customers
4,User Agent->show leads list->query leads list->leads list,EQ,CTRL|INT,undefined,Call customers,Call customers
5,User Agent->leads list->query lead information->lead,EI,CTRL|DM|EI,undefined,Call customers,Call customers
6,User Agent->leads list->query lead information->lead detail,EQ,CTRL|INT,undefined,Call customers,Call customers
7,User Agent->lead detail->pop softphone screen->softphone screen,EQ,CTRL|INT,undefined,Call customers,Call customers
8,User Agent->softphone screen->make a phone call->thirdparty call agency,FUNC_NA,CTRL|EXTIVK,undefined,Call customers,Call customers
9,thirdparty call agency->call finishs and display call details->call details,FUNC_NA,CTRL|EXTCLL|INT,undefined,Call customers,Call customers
10,User Agent->status selector dropdown list->save status for lead->changed status,EQ,CTRL|INT,undefined,Update Lead Status,Update Lead Status
11,User Agent->status selector dropdown list->save status for lead->Lead,EI,CTRL|DM|EI,undefined,Update Lead Status,Update Lead Status
12,Sales Agent->dropdown list for removing lead->remove lead from autodialing list->autodialing list,EI,CTRL|DM|EI,undefined,Remove lead from auto dialer list,Remove lead from auto dialer list
13,Sales Agent->dropdown list for removing lead->remove lead from autodialing list->success message for removing lead,EQ,CTRL|INT,undefined,Remove lead from auto dialer list,Remove lead from auto dialer list
14,Customer->request manager conference button->send conference request->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,Request Manager Conference,Request Manager Conference
15,Twilio API->notify acceptance from manager->Popup of manager's acceptance,FUNC_NA,CTRL|EXTCLL|INT,undefined,Request Manager Conference,Request Manager Conference
16,Twilio API->notify cancel request->conference cancel notification,FUNC_NA,CTRL|EXTCLL|INT,undefined,Request Manager Conference,Request Manager Conference
17,Twilio API->Notify Manager->popup with request detail of the agent,FUNC_NA,CTRL|EXTCLL|INT,undefined,Request Manager Conference,Request Manager Conference
18,Manager->connect to ongoing call->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,Request Manager Conference,Request Manager Conference
19,Manager->view agent activites button->query agent->list of agents with status,EQ,CTRL|INT,undefined,Monitor Agents,Monitor Agents
20,Manager->view agent activites button->query agent->agent,EI,CTRL|DM|EI,undefined,Monitor Agents,Monitor Agents
21,Manager->list of agents with status->connect to Twilio API for agent's call->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,Monitor Agents,Monitor Agents
22,Manager->list of agents with status->connect to Twilio API for agent's call->softphone screen,EQ,CTRL|INT,undefined,Monitor Agents,Monitor Agents
23,Customer->1-800 dial button->assign call to agent->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,Receeive Calls,Receeive Calls
24,Lead->1-800 dial button->assign call to agent->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,Receeive Calls,Receeive Calls
25,Twilio API->redirect to void mail->voice mail panel,FUNC_NA,CTRL|EXTCLL|INT,undefined,Receeive Calls,Receeive Calls
26,Twilio API->popup income call dialog->income call dialog,FUNC_NA,CTRL|EXTCLL|INT,undefined,Receeive Calls,Receeive Calls
27,Twilio API->save call log->call log,FUNC_NA,CTRL|EXTCLL|DM|EI,undefined,Receeive Calls,Receeive Calls
28,User Agent->income call popup->answer phone call->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,Record calls and call details,Record calls and call details
29,User Agent->call/auto dialer button->dial with Twilio API->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,Record calls and call details,Record calls and call details
30,Twilio API->popup income call and user agent number->caller number,FUNC_NA,CTRL|EXTCLL|INT,undefined,Record calls and call details,Record calls and call details
31,Twilio API->popup income call and customer's number->income call popup,FUNC_NA,CTRL|EXTCLL|INT,undefined,Record calls and call details,Record calls and call details
32,Manager->view agent activities link->query agent activies->list of agents with status,EQ,CTRL|INT,undefined,View call los and listen to call recordings,View call los and listen to call recordings
33,Manager->view agent activities link->query agent activies->agent,EI,CTRL|DM|EI,undefined,View call los and listen to call recordings,View call los and listen to call recordings
34,Manager->list of agents with status->connect to Twilio API for agent's call records->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,View call los and listen to call recordings,View call los and listen to call recordings
35,Manager->list of agents with status->connect to Twilio API for call's info->Twilio API,FUNC_NA,CTRL|EXTIVK,undefined,View call los and listen to call recordings,View call los and listen to call recordings
36,Twilio API->receive call information->call detailed information,FUNC_NA,CTRL|EXTCLL|INT,undefined,View call los and listen to call recordings,View call los and listen to call recordings
37,Twilio API->download call records->call records,FUNC_NA,CTRL|EXTCLL|DM|EI,undefined,View call los and listen to call recordings,View call los and listen to call recordings
38,Twilio API->download call records->call record downloaded message,FUNC_NA,CTRL|EXTCLL|INT,undefined,View call los and listen to call recordings,View call los and listen to call recordings
