id,element,useCase,type,component
1,User:error message,update display name,control,Displaysuccessmessagetouser
2,User:Home page,update display name,boundary,HomeView
3,User:new name input diagram,update display name,boundary,$help://usecasediagram.htm
4,User:display success info,update display name,control,Displaysuccessmessagetouser
5,redirect user to home page:Home page,update display name,boundary,HomeView
6,display error message:error message,update display name,control,Displaysuccessmessagetouser
7,update user info:display error message,update display name,control,Displaysuccessmessagetouser
8,display success info:market as deleted in db,update display name,control,main
9,update user info:display success info,update display name,control,Displaysuccessmessagetouser
10,market as deleted in db:user info,update display name,entity,UserModel
11,market as deleted in db:redirect user to home page,update display name,control,Displaysuccessmessagetouser
12,new name input diagram:update user info,update display name,control,DatabaseAdapter
13,update user info:user info,update display name,entity,UserModel
14,stl#User:error message,update display name,Stimulus,undefined
15,stl#User:Home page,update display name,Stimulus,undefined
16,stl#User:new name input diagram,update display name,Stimulus,undefined
17,stl#User:display success info,update display name,Stimulus,undefined
