id,element,useCase,type,component
1,User:success message,add system user,boundary,DesiredCoursesSelectionPage
2,User:add user profile page,add system user,entity,addnewusertothedb
3,User:add new user,add system user,entity,addnewusertothedb
4,User:not appropriate message,add system user,boundary,SemesterSelectionPlage
5,add new user:show empty user profile,add system user,control,CourseController
6,add new user to the db:user info,add system user,entity,addnewusertothedb
7,add new user to the db:success message,add system user,boundary,DesiredCoursesSelectionPage
8,check correctness of the data:add new user to the db,add system user,entity,addnewusertothedb
9,add user profile page:check correctness of the data,add system user,boundary,DesiredCoursesSelectionPage
10,show empty user profile:add user profile page,add system user,entity,addnewusertothedb
11,check correctness of the data:user info,add system user,entity,addnewusertothedb
12,check correctness of the data:not appropriate message,add system user,boundary,SemesterSelectionPlage
13,stl#User:success message,add system user,Stimulus,undefined
14,stl#User:add user profile page,add system user,Stimulus,undefined
15,stl#User:add new user,add system user,Stimulus,undefined
16,stl#User:not appropriate message,add system user,Stimulus,undefined
