id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->Search provide page->Display all provider based on criteria->Provider,EI,CTRL|DM|EI,4,undefined,1,1,1,Follow/unfollow a provider,Follow/unfollow a provider
2,User->Search provide page->Display all provider based on criteria->follow/unfollow button,EQ,CTRL|INT,4,undefined,1,0,1,Follow/unfollow a provider,Follow/unfollow a provider
3,User->Confirm dialog->Update subscription information->Subscription,EI,CTRL|DM|EI,4,undefined,1,1,1,Follow/unfollow a provider,Follow/unfollow a provider
4,User->follow/unfollow button->Popup confirm diagram->Confirm dialog,EQ,CTRL|INT,4,undefined,1,0,1,Follow/unfollow a provider,Follow/unfollow a provider
5,User->follow/unfollow button->Popup confirm diagram->Redirect to search page->Search provide page,EQ,CTRL|INT,5,undefined,2,0,1,Follow/unfollow a provider,Follow/unfollow a provider
