id,path,transactional,path_length,diagram,useCase
1,Actor->Delete expired events automatically->event,CTRL,3,Use Case Model,Automatic deletion
2,Actor->Delete expired events automatically->event,EXTCLL,3,Use Case Model,Automatic deletion
3,Actor->Delete expired events automatically->event,DM,3,Use Case Model,Automatic deletion
4,Actor->Delete expired events automatically->event,EI,3,Use Case Model,Automatic deletion
5,Actor->delete photos related to expired events automatically->photo,CTRL,3,Use Case Model,Automatic deletion
6,Actor->delete photos related to expired events automatically->photo,EXTCLL,3,Use Case Model,Automatic deletion
7,Actor->delete photos related to expired events automatically->photo,DM,3,Use Case Model,Automatic deletion
8,Actor->delete photos related to expired events automatically->photo,EI,3,Use Case Model,Automatic deletion
9,Actor->delete expired location photos automatically->photo,CTRL,3,Use Case Model,Automatic deletion
10,Actor->delete expired location photos automatically->photo,EXTCLL,3,Use Case Model,Automatic deletion
11,Actor->delete expired location photos automatically->photo,DM,3,Use Case Model,Automatic deletion
12,Actor->delete expired location photos automatically->photo,EI,3,Use Case Model,Automatic deletion
